branch-instructions,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,ref-cycles,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,branch-load-misses,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,label
3328,455,1727,4071,7192,57417,15023,215750,621,3933,2465,0,0,0,0,0,0,0,0,0,0
3290,470,1802,5165,7083,59951,14788,225250,641,3897,2438,0,0,0,0,0,0,0,0,0,0
3264,441,1776,4219,7184,59100,14606,222125,660,3873,2422,0,0,0,0,0,0,0,0,0,0
3283,384,1986,4270,6622,66091,14758,248375,658,3890,2435,0,0,0,0,0,0,0,0,0,0
3257,381,1604,2342,6385,60041,14570,200625,655,3864,2421,0,0,0,0,0,0,0,0,0,0
3314,361,1962,4643,6225,65234,14958,245125,652,3918,2456,0,0,0,0,0,0,0,0,0,0
4390,611,2286,4426,8567,76034,20965,285625,933,5804,3412,0,0,0,0,0,0,0,0,0,0
3300,415,1710,4175,6419,56868,14825,213750,627,3906,2446,0,0,0,0,0,0,0,0,0,0
3260,439,1920,5579,7939,63858,14586,239875,658,3868,2421,0,0,0,0,0,0,0,0,0,0
3258,446,1454,2151,7229,54400,14580,181750,663,3866,2419,0,0,0,0,0,0,0,0,0,0
3257,429,1279,5389,7380,78955,14576,159875,663,3866,2419,0,0,0,0,0,0,0,0,0,0
3288,462,1908,6400,7026,63426,14776,238500,649,3894,2440,0,0,0,0,0,0,0,0,0,0
3252,456,1788,5421,7167,59477,14558,223500,635,3862,2416,0,0,0,0,0,0,0,0,0,0
4153,553,2022,4300,8463,67230,19469,252625,927,5418,3156,0,0,0,0,0,0,0,0,0,0
3281,468,1498,2064,7485,56046,14751,187125,649,3887,2435,0,0,0,0,0,0,0,0,0,0
3279,457,2090,6301,6842,69462,14746,261125,625,3888,2433,0,0,0,0,0,0,0,0,0,0
3627,483,2085,4892,7505,69329,16590,260500,717,4452,2817,0,0,0,0,0,0,0,0,0,0
3302,450,1731,3879,6977,57537,14913,216250,627,3908,2448,0,0,0,0,0,0,0,0,0,0
3257,445,2012,4639,7281,66928,14578,251500,663,3866,2419,0,0,0,0,0,0,0,0,0,0
3669,503,1716,2000,7792,64202,16891,214625,760,4485,2836,0,0,0,0,0,0,0,0,0,0
3276,452,1798,5315,7414,59809,14719,224750,668,3879,2431,0,0,0,0,0,0,0,0,0,0
3252,464,2097,5497,7349,69719,14558,262000,625,3862,2416,0,0,0,0,0,0,0,0,0,0
3252,436,1704,4352,7264,56634,14556,212750,646,3862,2416,0,0,0,0,0,0,0,0,0,0
3265,456,1423,5543,7457,71853,14608,177750,683,3873,2422,0,0,0,0,0,0,0,0,0,0
3263,457,1007,2457,7155,69118,14598,125875,675,3870,2422,0,0,0,0,0,0,0,0,0,0
3297,377,1962,5370,6187,65284,14808,245375,633,3902,2446,0,0,0,0,0,0,0,0,0,0
3296,386,1878,5486,6669,62456,14807,234625,633,3900,2448,0,0,0,0,0,0,0,0,0,0
3295,462,2019,5543,7268,67157,14798,252375,658,3899,2442,0,0,0,0,0,0,0,0,0,0
3272,451,1875,5618,7261,62344,14638,234250,627,3880,2428,0,0,0,0,0,0,0,0,0,0
3279,457,1487,2223,7352,55650,14663,186000,671,3884,2437,0,0,0,0,0,0,0,0,0,0
3987,548,2234,5723,8778,74328,18499,279500,781,4997,3087,0,0,0,0,0,0,0,0,0,0
3274,462,1699,4269,7171,56547,14726,212625,629,3882,2432,0,0,0,0,0,0,0,0,0,0
3284,457,1846,5469,7355,61366,14761,230750,634,3890,2437,0,0,0,0,0,0,0,0,0,0
3281,395,1689,4144,6465,56170,14751,211125,617,3888,2435,0,0,0,0,0,0,0,0,0,0
3252,446,1458,2127,6971,54559,14556,182250,628,3862,2416,0,0,0,0,0,0,0,0,0,0
3262,450,1981,5355,7252,65849,14594,247625,663,3870,2424,0,0,0,0,0,0,0,0,0,0
3314,448,1833,5387,7066,60935,14958,229125,645,3918,2456,0,0,0,0,0,0,0,0,0,0
3606,514,2144,4473,8768,71316,16505,268125,749,4416,2790,0,0,0,0,0,0,0,0,0,0
3254,444,1770,5033,7057,58856,14565,221375,665,3864,2416,0,0,0,0,0,0,0,0,0,0
3272,379,881,1733,6366,61916,14634,110000,672,3876,2430,0,0,0,0,0,0,0,0,0,0
3304,399,1699,4214,6597,56482,14924,212250,656,3910,2448,0,0,0,0,0,0,0,0,0,0
3266,446,1751,4193,7206,58264,14607,219125,633,3873,2427,0,0,0,0,0,0,0,0,0,0
3259,391,1684,4283,6404,55964,14584,210375,650,3869,2419,0,0,0,0,0,0,0,0,0,0
3286,480,1842,4873,7226,61254,14769,230125,651,3892,2440,0,0,0,0,0,0,0,0,0,0
816724,22292,34289,61508,252438,5167396,4887570,4286375,68131,1338179,706816,136981,0,0,0,0,0,0,0,0,0
3260,426,860,5373,7359,88039,14589,107625,667,3868,2424,0,0,0,0,0,0,0,0,0,0
3255,394,1644,4328,6245,54687,14572,205625,636,3865,2419,0,0,0,0,0,0,0,0,0,0
3264,446,1773,4539,7314,58989,14601,221750,651,3872,2424,0,0,0,0,0,0,0,0,0,0
3264,455,1827,4439,7368,60792,14599,228375,669,3867,2428,0,0,0,0,0,0,0,0,0,0
3316,450,1530,2298,7166,57224,14969,191125,664,3920,2457,0,0,0,0,0,0,0,0,0,0
3322,460,1852,4975,7231,61564,14988,231250,644,3925,2456,0,0,0,0,0,0,0,0,0,0
3248,437,1784,5250,7056,59363,14542,223125,657,3858,2416,0,0,0,0,0,0,0,0,0,0
3326,446,1757,4198,7418,58447,15010,219750,646,3929,2465,0,0,0,0,0,0,0,0,0,0
3307,363,1740,4648,6353,57851,14935,217375,623,3912,2451,0,0,0,0,0,0,0,0,0,0
3252,440,1460,2255,7109,54620,14556,182375,650,3862,2416,0,0,0,0,0,0,0,0,0,0
3248,453,1982,6592,7065,65919,14542,247750,642,3858,2416,0,0,0,0,0,0,0,0,0,0
3640,532,2340,6607,8647,77811,18650,292500,829,5079,3142,6536,0,0,0,0,0,0,0,0,0
3268,454,1792,5309,7074,59592,14625,224000,641,3876,2429,0,0,0,0,0,0,0,0,0,0
3275,445,1834,4654,7491,60977,14724,229250,684,3885,2431,0,0,0,0,0,0,0,0,0,0
3621,498,1581,2079,7849,59156,16530,197750,746,4435,2810,0,0,0,0,0,0,0,0,0,0
3268,454,1936,5610,7228,64405,14625,242250,658,3876,2429,0,0,0,0,0,0,0,0,0,0
3263,449,1877,5781,7483,62400,14596,234625,679,3871,2424,0,0,0,0,0,0,0,0,0,0
3255,451,1853,5607,7037,61615,14569,231625,669,3864,2419,0,0,0,0,0,0,0,0,0,0
3316,455,1927,6558,7169,64088,14965,240750,638,3920,2456,0,0,0,0,0,0,0,0,0,0
3250,442,1445,2207,7204,54008,14548,180500,649,3858,2416,0,0,0,0,0,0,0,0,0,0
3290,460,1781,4444,7251,59229,14792,222500,652,3897,2438,0,0,0,0,0,0,0,0,0,0
3252,380,1741,4601,6803,57922,14558,217750,644,3862,2416,0,0,0,0,0,0,0,0,0,0
3275,391,1925,4431,6803,64002,14654,240500,645,3884,2432,0,0,0,0,0,0,0,0,0,0
3260,447,1759,4547,7279,58527,14584,220000,663,3868,2421,0,0,0,0,0,0,0,0,0,0
3257,460,1547,2282,7247,57886,14580,193375,649,3866,2419,0,0,0,0,0,0,0,0,0,0
3487,470,1944,4101,7355,64659,16083,243125,633,4215,2667,0,0,0,0,0,0,0,0,0,0
3267,439,1906,6483,6997,63352,14615,238125,651,3875,2427,0,0,0,0,0,0,0,0,0,0
3252,339,1680,4262,6475,55869,14554,210000,644,3862,2416,0,0,0,0,0,0,0,0,0,0
3270,403,1935,4288,6785,64378,14625,241875,655,3876,2432,0,0,0,0,0,0,0,0,0,0
3262,399,1439,2058,6589,53833,14582,179875,651,3864,2426,0,0,0,0,0,0,0,0,0,0
3267,388,1791,5235,6170,59582,14623,224125,625,3876,2427,0,0,0,0,0,0,0,0,0,0
3277,456,1832,5520,7374,60908,14724,229000,667,3880,2434,0,0,0,0,0,0,0,0,0,0
3252,445,1722,4594,7387,57249,14558,215375,646,3862,2416,0,0,0,0,0,0,0,0,0,0
3252,431,1036,3024,7206,69065,14558,129250,645,3862,2416,0,0,0,0,0,0,0,0,0,0
3267,380,1477,2733,6463,55284,14608,184625,657,3872,2429,0,0,0,0,0,0,0,0,0,0
3261,359,1618,4190,6035,53847,14590,202375,659,3869,2421,0,0,0,0,0,0,0,0,0,0
3258,437,1838,5239,7219,61135,14584,229750,617,3868,2420,0,0,0,0,0,0,0,0,0,0
4367,481,2088,5404,7514,69381,20680,260750,831,5635,3453,0,0,0,0,0,0,0,0,0,0
3261,453,2035,6708,7380,67709,14588,254500,621,3869,2421,0,0,0,0,0,0,0,0,0,0
3262,437,1720,2080,7157,64372,14601,215000,665,3871,2422,0,0,0,0,0,0,0,0,0,0
3245,342,1353,5287,6169,64800,14532,169125,621,3853,2416,0,0,0,0,0,0,0,0,0,0
3271,404,1734,4478,6410,57648,14638,216625,643,3880,2425,0,0,0,0,0,0,0,0,0,0
3281,459,1847,5406,7207,61443,14751,231000,631,3888,2435,0,0,0,0,0,0,0,0,0,0
3259,449,1767,4651,7028,58742,14583,220750,652,3868,2419,0,0,0,0,0,0,0,0,0,0
3249,286,1365,2178,5537,51103,14548,170750,617,3857,2416,0,0,0,0,0,0,0,0,0,0
3300,445,1903,5319,7298,63279,14906,237875,666,3906,2448,0,0,0,0,0,0,0,0,0,0
3322,450,1872,5107,6887,62253,14987,234000,638,3923,2461,0,0,0,0,0,0,0,0,0,0
3313,463,1811,5304,7289,60226,14953,226250,654,3917,2456,0,0,0,0,0,0,0,0,0,0
3617,495,1954,4922,7961,64994,16519,244250,730,4434,2804,0,0,0,0,0,0,0,0,0,0
3646,422,1605,2026,7039,60097,16633,200875,705,4468,2834,0,0,0,0,0,0,0,0,0,0
3250,460,2108,5647,7291,70132,14551,263625,645,3860,2416,0,0,0,0,0,0,0,0,0,0
3464,456,1863,5350,7125,61916,15911,232750,654,4194,2654,0,0,0,0,0,0,0,0,0,0
3316,365,1746,5200,6238,58061,14968,218375,650,3919,2457,0,0,0,0,0,0,0,0,0,0
3250,446,1845,5560,7451,61357,14549,230750,655,3860,2416,0,0,0,0,0,0,0,0,0,0
3259,385,1403,2103,6285,52475,14583,175375,643,3867,2421,0,0,0,0,0,0,0,0,0,0
3277,452,1699,4115,7083,56507,14726,212375,644,3880,2434,0,0,0,0,0,0,0,0,0,0
3260,448,1989,5514,7327,66129,14582,248750,660,3868,2421,0,0,0,0,0,0,0,0,0,0
898071,22653,37789,71273,254426,5596571,4877234,4723625,68107,1304155,694896,0,0,0,0,0,0,0,0,0,0
3311,366,1735,5250,6195,57696,14946,217000,648,3913,2456,0,0,0,0,0,0,0,0,0,0
3291,466,1719,2033,7305,64356,14791,215000,675,3896,2441,0,0,0,0,0,0,0,0,0,0
3270,452,1731,4521,7272,57561,14622,216375,667,3876,2429,0,0,0,0,0,0,0,0,0,0
3268,359,1734,4453,6486,57672,14616,216625,637,3872,2429,0,0,0,0,0,0,0,0,0,0
3285,452,1835,5375,7154,61039,14763,229375,633,3891,2437,0,0,0,0,0,0,0,0,0,0
3265,454,1807,5303,7140,60079,14594,225750,642,3868,2426,0,0,0,0,0,0,0,0,0,0
3263,441,1631,2040,7214,61023,14596,203875,673,3871,2424,0,0,0,0,0,0,0,0,0,0
3248,411,1733,4409,7013,57606,14530,216500,638,3853,2415,0,0,0,0,0,0,0,0,0,0
3940,539,2026,4944,7981,67383,18195,253375,766,4948,3065,0,0,0,0,0,0,0,0,0,0
3255,447,1958,6612,7357,65109,14571,244625,680,3864,2419,0,0,0,0,0,0,0,0,0,0
3250,438,1803,5215,6905,59956,14549,225375,628,3860,2416,0,0,0,0,0,0,0,0,0,0
3252,440,1454,1984,7121,54402,14558,181625,648,3862,2416,0,0,0,0,0,0,0,0,0,0
2619,545,2683,6096,8844,89224,20137,335375,821,5451,3412,5466,0,0,0,0,0,0,0,0,0
3248,428,1886,6428,7037,62727,14542,235750,667,3858,2416,0,0,0,0,0,0,0,0,0,0
3248,434,1714,4299,7226,56977,14542,214125,655,3858,2416,0,0,0,0,0,0,0,0,0,0
3278,457,1750,4383,7227,58172,14740,218750,659,3886,2432,0,0,0,0,0,0,0,0,0,0
3264,452,1618,2104,7266,60535,14603,202250,660,3872,2424,0,0,0,0,0,0,0,0,0,0
3262,455,1827,5405,6823,60733,14594,228250,646,3870,2424,0,0,0,0,0,0,0,0,0,0
3254,453,1679,3869,6974,55818,14567,209750,646,3864,2416,0,0,0,0,0,0,0,0,0,0
3260,446,1851,6394,6976,61578,14584,231375,637,3868,2421,0,0,0,0,0,0,0,0,0,0
3264,448,1958,5432,7499,65141,14598,244875,679,3872,2421,0,0,0,0,0,0,0,0,0,0
3252,393,1410,2051,6502,52755,14554,176250,625,3862,2416,0,0,0,0,0,0,0,0,0,0
3267,385,1696,5282,6117,56368,14617,211875,611,3875,2427,0,0,0,0,0,0,0,0,0,0
3286,470,1811,5293,7201,60212,14769,226250,650,3892,2440,0,0,0,0,0,0,0,0,0,0
3256,441,1801,4834,7506,59890,14572,225125,662,3866,2416,0,0,0,0,0,0,0,0,0,0
924884,23101,37778,70871,265027,5001331,4803040,4722125,70001,1301182,684413,144001,0,0,0,0,0,0,0,0,0
3311,436,1054,2171,7204,62858,14945,131625,659,3914,2453,0,0,0,0,0,0,0,0,0,0
3269,436,1789,5244,6944,59493,14621,223750,684,3876,2427,0,0,0,0,0,0,0,0,0,0
3602,432,1401,4777,7142,78976,16425,175250,723,4410,2793,0,0,0,0,0,0,0,0,0,0
3260,444,637,5115,7016,105242,14582,79625,656,3868,2421,0,0,0,0,0,0,0,0,0,0
3257,444,1698,4340,7247,56462,14562,212250,654,3860,2420,0,0,0,0,0,0,0,0,0,0
3264,436,1481,2168,7185,55454,14605,185375,658,3874,2422,0,0,0,0,0,0,0,0,0,0
3285,459,1848,5455,7174,61445,14767,231000,640,3892,2435,0,0,0,0,0,0,0,0,0,0
3248,445,1726,4461,7086,57419,14544,215750,645,3858,2416,0,0,0,0,0,0,0,0,0,0
3276,446,1856,5463,7187,61743,14650,232000,641,3882,2433,0,0,0,0,0,0,0,0,0,0
3289,385,1676,4247,6424,55743,14782,209500,641,3896,2441,0,0,0,0,0,0,0,0,0,0
3286,318,1344,2108,5517,50320,14765,168000,596,3891,2437,0,0,0,0,0,0,0,0,0,0
4105,483,2066,4355,7095,68740,19376,258375,817,5373,3174,0,0,0,0,0,0,0,0,0,0
3252,452,2219,5557,7477,73778,14558,277375,664,3862,2416,0,0,0,0,0,0,0,0,0,0
3291,389,1695,4350,6709,56359,14788,211875,669,3896,2440,0,0,0,0,0,0,0,0,0,0
3274,387,1767,4136,6582,58757,14726,220875,640,3882,2432,0,0,0,0,0,0,0,0,0,0
3253,394,1413,2065,6646,52870,14549,176625,666,3854,2423,0,0,0,0,0,0,0,0,0,0
3290,456,1998,5337,7253,66416,14790,249750,662,3897,2438,0,0,0,0,0,0,0,0,0,0
3270,379,1784,5433,6419,59343,14625,223125,656,3877,2430,0,0,0,0,0,0,0,0,0,0
3248,426,1857,6498,7119,61750,14542,232125,649,3858,2416,0,0,0,0,0,0,0,0,0,0
3268,458,1811,5260,7232,60246,14626,226375,674,3875,2429,0,0,0,0,0,0,0,0,0,0
3246,456,1449,2150,7386,54200,14523,181250,642,3851,2415,0,0,0,0,0,0,0,0,0,0
3288,464,1772,4102,7175,58903,14779,221375,652,3895,2438,0,0,0,0,0,0,0,0,0,0
3257,453,1770,4534,7127,58876,14576,221250,651,3866,2419,0,0,0,0,0,0,0,0,0,0
