L1-dcache-stores,LLC-loads,dTLB-stores,L1-dcache-load-misses,cache-references,dTLB-store-misses,L1-dcache-loads,L1-icache-load-misses,LLC-stores,branch-instructions,branch-loads,branch-load-misses,branch-misses,cache-misses,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,instructions,Class
7552806,535227,10714420,972342,1568347,32809,15784835,610837,98840,7815814,7815814,332376,305774,314548,80489738,234256,12048509,23383,37789592,1
7958377,483290,7677956,816245,1069100,19076,13526948,468935,88351,7473987,7473987,264073,279153,325919,76255981,200822,21047865,31589,88875651,1
17795354,909269,17531801,1883979,2567519,37267,24634499,1786631,187319,17761664,17761664,667891,603091,403976,154790758,323513,24919909,92781,87207703,1
175303138,2603476,157512895,6584959,5874009,145199,503327353,3610582,361918,69431583,69461857,1846903,2197281,880362,900355258,786432,417598537,211613,981259744,1
8364958,420652,6690801,992071,1241590,27847,12928620,437308,91075,7261942,7261942,293003,290156,362068,80739878,221019,11983105,37139,37637062,1
5793094,410303,9999418,997918,1207079,30480,14909522,492433,100909,8027830,8027830,319179,299976,293287,77794934,229393,12664782,28648,39298341,1
12029599,512596,9081466,1202036,1526101,24289,13275100,605853,85819,7426316,7426316,259946,279317,312721,75673128,206013,13420666,27483,49616680,1
25900076,1072851,24838535,2712337,2628485,38096,22450954,1121780,156067,18079804,18079804,613918,600814,417135,156711553,337411,25839857,124795,90534759,1
119268567,1629754,130737907,4856795,7840158,164882,444360278,4367950,507183,84291952,84222532,2255868,2816919,1135581,1068146940,1122261,487457280,282004,1138846517,1
4404186,406260,6072385,833056,1563734,32392,16383794,653981,90489,7356862,7356862,331998,288873,327113,77393737,224813,10777144,31912,33273538,1
9756961,484285,7394475,1038625,1052483,24049,15339054,612031,97563,7822813,7822813,335743,303618,297810,80501651,242050,11285229,27041,34712881,1
9305082,580274,9820097,969364,935700,17035,6436103,286098,86418,7439142,7439142,264722,283464,277229,77519830,210073,17966935,48170,64635258,1
20585452,862967,17214183,2181020,2300022,31888,14720696,1153381,151699,15024101,15029566,543822,636006,368368,148979320,351384,78443429,124167,275104440,1
141696140,1740807,135702308,5300207,8564039,199335,428807812,4561194,425626,75817772,75805220,2010624,2770820,1200055,1108216791,1107639,472178126,300205,1102117837,1
7060142,477018,9578092,946587,1082075,26895,11964111,580085,92935,7304378,7304378,284397,262938,320048,72452278,219506,10664463,36155,33115554,1
12180759,600215,10848184,1291094,1129208,27835,7745558,530133,97383,7714910,7714910,303871,270416,233968,68126463,215148,11261490,29578,34720358,1
9732796,446655,8966261,933637,1137394,23464,17066241,484241,88000,7460179,7460179,264927,249968,286661,68274285,190488,11789771,22867,43475762,1
19262959,888603,18341192,2099467,2734396,31484,21759055,1400911,164611,17936333,17936333,608042,577935,367676,142935228,317705,25550773,98749,89895721,1
80641360,2137491,89108353,5844818,7545703,174443,624524794,4548264,497872,78638527,78624161,2162181,2791951,832409,1108965977,1099693,594178444,369526,1398090989,1
9451167,491926,10047854,943958,1508661,25293,15384271,551735,94002,7334269,7334269,297075,289512,282554,79449166,221903,11965641,37952,37630956,1
7996578,435312,9275569,1155500,1943013,35883,17967240,817742,97358,7706345,7706345,299713,300178,340256,78892824,220095,12602707,25378,39412284,1
8612779,537186,8857649,736147,930549,18143,16874406,544705,86189,7473438,7473438,259111,288144,364260,79923359,207652,13411857,27579,49235992,1
19644859,924770,17686874,2080509,2316678,35762,26590050,1414519,191359,17684504,17675077,631288,601819,368700,142535586,341773,26133989,105269,91114179,1
213385644,2963637,180726626,7614103,7376705,177639,496386436,3778352,651460,88736060,88649918,2558404,3130603,1190760,1176936664,1146243,601004369,391634,1404929180,1
8568527,500703,8166336,948702,1505253,29154,15297102,766263,85384,6372222,6372222,256650,283841,306452,76723477,219931,11997018,36508,37642339,1
8683269,582310,9562946,1001362,1318018,26067,15837201,598008,89833,6828539,6828539,272242,296164,292114,77474403,222322,12508329,24957,39397659,1
7644853,522672,10070650,791968,1145332,21903,6215406,501994,81156,6561942,6561942,240646,270763,298898,85380320,199361,13135420,24634,48127220,1
19035030,863625,18758590,1988667,2872834,40880,26147616,1756589,153040,17032108,17032108,586419,613339,335725,146323095,334166,25773499,103537,90027008,1
148856614,1550647,140872398,5079407,4300540,99187,103469707,1601079,492600,79909576,79893932,2156311,1503935,606307,582848539,532984,462055221,262286,1078127097,1
8293523,439478,6979867,891876,1815118,30690,15118032,984946,81534,6383763,6383763,257886,252510,311538,75439873,207880,10624984,38122,33033195,1
5717071,473824,9833926,850474,1153851,29292,12438376,430372,89604,6831599,6832162,272197,268695,277802,70430593,220811,11115636,22172,34749803,1
7514224,466216,8179185,727832,1389126,25935,15852499,756247,77265,6574454,6574454,237528,256642,266900,73754423,202838,11728534,21970,43541812,1
18792792,945836,17567346,2261673,2607156,33919,23159382,1444915,161867,18149839,18149839,601044,576566,327365,140911402,326815,24736789,100130,86447243,1
147002790,1824329,150542289,4944437,5994518,125897,543117745,3345142,358625,62528798,62274603,1773433,2058992,714694,811521290,743697,463611137,249887,1082950949,1
12603686,567225,11448767,1294791,1362288,26903,11898993,518194,93583,7559166,7559166,290868,288263,332370,77651511,210828,12063475,34299,37744526,1
10572863,521644,6432473,1058772,1043935,27141,9446857,362209,98937,7727929,7727929,304116,299749,362036,80089150,227450,12520120,25051,39343631,1
7310570,432174,7727156,717175,909089,22364,3246860,237792,89418,7468782,7468782,268312,281229,302675,77764419,206458,13116050,25275,48075493,1
17795321,908368,17716408,1941161,3441600,40881,41323550,2054956,159790,15913204,15913204,597809,617216,380326,146901688,332467,26294300,103675,91190644,1
191671536,2651796,204025871,7008276,7727360,183444,627247807,5192332,749568,98173042,97983937,2845748,4476103,1082757,1216328497,1090820,578643665,440501,1363968311,1
9154948,436246,5204809,757295,1494094,29191,16980017,656331,94284,7530469,7529477,288540,286010,414062,80643792,215635,12005694,35994,37628686,1
9450667,606916,10617938,1001684,928332,23775,8892929,445312,97347,7705198,7705198,303208,316441,305792,82496455,253146,12692051,28605,39258812,1
7032546,512698,10548478,934920,1376017,25701,10636733,495099,81355,7464882,7464882,262212,284358,367632,80589440,207752,13247329,30891,48813048,1
17406086,824611,19410970,2372799,2215193,35258,2759374,705450,150761,15023591,15023591,541093,614333,357233,147387290,336518,26269755,107258,91046308,1
206399874,2519401,196898739,7808915,6310533,129877,478467300,3543807,725553,110205308,109883177,3676698,2805254,687352,1066373454,1119567,503608429,380542,1197580023,1
9312001,509140,8508979,1121736,1373585,28132,12082259,591480,95899,7436652,7436652,281154,259894,261859,69657653,218587,11872629,28944,37387161,1
8958344,525512,8653310,1060238,1154145,29542,12344012,507046,101755,7768741,7768653,305930,267882,247962,68354413,211691,12637379,31502,39391919,1
8200637,526778,9613713,747889,1193104,26393,15828364,508350,91621,7627043,7627043,270214,250439,283250,68931994,190963,13046218,25869,47927947,1
21572033,979921,14776487,2348347,2398453,38485,31337205,1342101,183325,19055356,19055356,590344,602682,367239,143037340,337947,26326104,102856,91232722,1
205574782,3028152,209188298,8420641,10609707,220597,1022403029,6976786,797755,104123661,104116687,3008632,2929187,767211,1029304033,1140123,617715757,355209,1491463547,1
9305078,412279,6997687,1041485,1206236,29479,10136750,400915,94320,7240794,7240794,284375,288631,362686,78859266,222044,11976779,38061,37602179,1
5318590,320190,7853666,1160632,1208980,24110,10801427,471120,92919,7404956,7404956,297100,318697,433585,83081961,249694,12652310,27991,39345906,1
4956062,446341,8735259,824449,1506467,37792,23436554,802620,87097,7475424,7475177,266903,278457,318425,76052000,207091,13566421,26061,48791684,1
100709746,1585768,108040375,4638404,1612524,35921,16685680,750398,334122,59612845,59615044,945456,611166,375435,147630632,328652,62458732,113591,219835004,1
218280786,2648628,201410733,7712751,12788346,234501,629167128,6605035,677386,128035522,128035522,4929484,4897905,1312934,1276157994,1117383,639393510,349897,1553481667,1
6182798,545376,11383253,809624,1183271,28350,11001311,471040,94442,7252838,7252838,289375,278583,350489,81937008,219855,11962143,35486,37561388,1
7293718,526722,10291718,1029666,1194064,24004,7314363,431768,95001,7732155,7732155,304863,307830,432108,85644361,246226,12688413,29352,39355639,1
6982360,417195,10759687,1050061,973225,24301,5792432,311628,84414,7472035,7472035,263564,304157,358257,84890961,231747,13162719,22393,48198785,1
16966370,786188,18638972,2090930,2594247,43056,28793261,1328767,353531,61958525,61900184,934912,626372,428918,156920344,350966,63216859,111479,222873594,1
169191670,2753746,176207365,6208537,10342470,216166,171780652,4297398,738877,127194957,127195044,4948642,4849886,774072,1210147676,1059432,635628952,379071,1538534657,1
10050312,443677,7879214,1152355,1195092,24458,14523676,498794,94091,7261186,7261186,288570,255305,311959,72148890,209354,10556306,33832,32958451,1
5271182,511002,11786223,974143,1223432,24920,12306759,636396,97831,7742914,7743229,308694,267705,265191,70418502,217782,11164280,23440,34702373,1
12885419,528193,6606271,944274,943689,24039,9091142,442931,88179,7492397,7487990,266822,254223,278422,70033679,190739,11736418,21943,43493770,1
19419609,828444,17027976,2057343,2506101,33617,24029429,1253465,155078,15717960,15717960,590250,584498,322910,135725209,307930,26205209,102271,91193089,1
215892594,2683735,214274365,7784166,6862341,172584,381320519,3759416,703410,108042115,107957837,3422379,2988244,856747,1139121222,1083108,403888882,237782,952693995,1
9274566,493594,7988852,822094,1100549,25480,10168664,526789,95207,7257311,7257311,280242,261072,283126,73586858,207111,12006611,40944,37454648,1
8032992,553143,9339475,990696,1009024,26330,5908650,418849,98003,7710154,7710154,305173,301767,290311,76395361,238147,12530623,24916,39383631,1
10170525,517694,8566818,918681,1408395,24861,15944753,584558,89710,7455215,7455215,264739,284012,274119,74281085,204669,13055833,26008,48043609,1
19175797,775347,16715494,2269871,2707945,41753,16590609,1485513,194900,17963642,17963642,643366,602792,420716,152400974,331579,26238341,101883,91334716,1
310888597,3570885,299347179,9264221,6409894,146582,736072967,3756138,483324,84240336,84226881,2305101,2172698,567278,831957139,785213,485890771,280646,1133853308,1
6062717,382379,6748225,789699,1055524,22119,6676188,305019,92849,8126221,8126390,295123,284037,337640,80851448,217867,10583545,35267,32955634,1
8399769,485949,8502437,1045225,1553765,31190,12973397,614237,94564,7753714,7753714,314778,298742,292569,78873611,237316,11236644,26859,34499596,1
7501085,484479,11488330,1057535,1025835,24821,12995364,516009,87395,7449181,7449181,265624,282886,240422,77929489,216476,11826083,23547,43662816,1
18679832,804315,18033340,2110434,3638090,46944,31244453,2103965,147102,17459164,17459164,550852,596428,323364,144468174,331396,23827873,94022,83481870,1
198039450,2661870,187847965,6780480,11936100,233878,866259492,7267959,704854,105911613,105826292,3008392,1943484,554005,774766111,717991,605547390,388508,1418189279,1
7238765,454074,7596186,883101,1039325,26959,16339063,465298,97032,7236179,7236179,290421,254307,300755,72200477,208068,10627154,33623,33010002,1
7648532,394493,7837700,1034661,1530265,34280,19624914,669521,96941,7706301,7706301,305523,268844,309402,73086713,218155,12392314,30500,39293548,1
5701478,335059,5082211,853523,1096073,24416,14041772,430581,90930,7444474,7444474,272700,256303,270955,68764620,198255,13199952,24845,48323242,1
15583960,773837,18558922,2182877,2598680,38851,29997014,1431403,169475,15457699,15482658,607910,576457,396758,146302526,321818,25850612,101642,89895371,1
193846631,3049663,198715603,7202811,8164177,151744,674591141,4246254,748319,113257004,113168709,4291529,2886819,777616,1128119593,1120392,613261202,349819,1460610982,1
7712113,510255,9755112,882338,1055221,22041,7338584,326256,95583,7268946,7268946,295358,290310,293782,76533240,212763,10556657,37316,32865416,1
8932457,537334,8454397,975823,1454655,29697,9903909,641249,99602,7712673,7712673,308891,300581,305242,75943094,235397,11211722,26028,34562264,1
11425598,370707,6294195,1121388,1093824,18809,12791549,512932,88469,7464498,7464498,269193,281180,256577,74814227,207966,11755812,20457,43599931,1
23117678,1031233,20364943,2480656,2863469,40701,16218670,1233179,195471,18116348,18116348,652031,613359,363560,147781259,349056,24159613,94437,84764304,1
303678270,3713322,304297349,9819931,12424338,229488,1012773782,7085413,679005,106516566,106190492,3573380,2804157,793391,1133381730,1084110,607923722,411747,1436052526,1
9563977,412075,7303796,1089909,1369999,31356,11524012,476228,79817,6345679,6345679,259524,264751,326126,71817106,210395,10650983,34101,33022814,1
11368823,529058,6734284,1099000,1331043,28339,5918223,431569,86967,6811956,6811956,270412,268278,269558,71083286,218201,11129688,27538,34664437,1
8690949,492499,8543298,888143,1378981,27698,12989676,466594,85987,7111426,7131607,266565,279707,264860,76664693,203081,11737366,22263,43541605,1
17375674,802768,19940764,2338967,2576120,40949,21786130,1150448,158297,15912029,15912029,607837,618960,355137,144549010,343036,24170479,96428,84454150,1
163508936,2004757,159724120,6228746,5353457,127727,540242642,2795349,427506,82963177,82950219,2274657,2128363,844515,846979787,761886,384723654,172482,889609274,1
10374090,490929,6487634,907258,1322550,25036,13656417,671033,88370,7438481,7438481,292541,289009,328190,78214858,223010,10573376,31969,32916148,1
9882562,390487,7298725,1221627,1004298,28013,9086619,395777,96422,7764019,7764019,300509,306373,296673,78356512,241780,11078204,21321,34665643,1
11899393,447639,5757641,962888,1201084,20821,14124158,485774,88589,7485966,7485966,269246,284153,282350,79833145,219870,11810155,25342,43716786,1
17110473,983004,18597987,1979851,2246311,37399,27348375,1493467,191764,17832842,17832842,629410,586946,377763,148093567,334891,25748626,98045,89300739,1
192076903,2925140,201327028,8124874,10847720,201708,842753871,5425709,694391,102559918,102525917,2826078,2944440,830668,1145823773,1079717,595047739,381738,1392872955,1
6779524,486964,8084937,714335,1332324,26854,9973507,606731,99803,8178823,8178823,294957,257496,289007,71186248,209458,10592759,35201,32912412,1
8830003,467157,6328694,868904,1354060,27995,18292515,687233,99845,7702349,7702349,300628,309513,254643,79530408,241248,11292542,27161,34700198,1
7574791,376518,7991071,937342,1323300,26258,18693467,613724,86271,7454871,7459244,257668,277378,280186,75666112,202763,11901919,22072,44273126,1
18120647,867673,15597518,2186658,3639090,43589,31333208,2102153,195893,18029828,18029828,631942,631974,402013,149463346,342543,24267793,99353,84946239,1
204940912,2634453,205734132,7768188,9047881,214947,695031836,5208076,676415,116649219,116292676,4736451,2769829,1059707,1128163028,1086020,600952808,381247,1402810615,1
7347172,463496,9560325,912776,1243408,26783,3511181,371715,92448,7258786,7258786,289327,252559,323873,75821090,208859,11996423,37214,37623662,1
6893798,504578,7431136,945172,1252870,23391,6443325,293372,96586,7726589,7726589,300196,264751,311213,70130104,216524,12692058,29043,39316902,1
10579435,472193,8856474,1047597,1422580,26517,18320852,626555,90779,7455044,7454810,274270,280527,288089,80712258,208680,13140699,30549,48201901,1
18019072,969100,17335148,1863339,2256205,34695,18066203,1436277,156940,17770625,17770625,595768,625385,382089,153347276,349361,25639614,95063,89528242,1
157788731,2079897,156382790,5928486,5270238,107216,472167767,3530037,361093,69343023,68760571,1844869,2199170,668925,869813932,749890,552616735,406616,1307521682,1
8472449,489792,8267364,959632,1026263,25612,5247701,338117,93458,7257145,7257145,283628,257160,318761,72241006,209924,10566442,33352,32897609,1
7353825,521621,9999633,806496,1227903,26023,10540576,531910,96514,7689264,7689264,300222,271647,296532,71999521,234726,11216321,22608,34685990,1
7430624,490510,9722457,862887,1348812,28292,12433288,478182,89030,7445548,7445548,267890,243097,277561,71332987,188661,11853849,21555,44125441,1
14892227,743335,13628312,1812629,2321686,41497,12646109,823820,194434,18259868,18259868,645439,573504,417623,144620609,325868,24232998,94114,84796190,1
205054657,2771623,208364347,7115289,9069857,196698,602222087,4518140,700852,124603154,124603154,4816937,4804209,719433,1204808262,1018307,639964300,391666,1554313804,1
9951109,481150,10423268,1073155,1272444,25289,9107930,545195,82801,7250459,7250459,287006,251714,297386,70175920,200751,12363049,36134,39307574,1
8854907,486431,8549184,1191949,1446433,29749,10395617,545805,95153,7731288,7731288,302011,268434,309378,71394486,221415,12577901,39083,39335648,1
6922452,580668,10997353,699219,1260346,23511,15156911,579621,89984,7470611,7470611,268279,254798,318464,71485225,195791,13071363,25812,47954408,1
20725858,820561,17161635,2305998,1990224,34687,23030719,837316,354460,59698225,59724885,985899,592558,362412,145369576,336710,65280070,130741,236826685,1
100784661,2297026,108916372,4839368,7128588,177879,177079872,3044020,685548,103458811,103374176,2880375,2883648,810598,1141783269,1092112,487626918,277226,1138399363,1
7383166,428126,8356155,938850,1285058,29503,11352152,641579,98542,7272657,7271970,285139,292576,351243,80277564,222625,12061371,37052,37602862,1
9674893,594038,12309911,1167750,1053603,24318,11113604,511896,102322,7778606,7778606,310368,303217,285995,76981026,227290,12479339,30096,39359034,1
7733781,447489,9790049,929489,1398342,27202,12735019,486289,88905,7486936,7486936,268238,279475,230054,73848561,204532,13128522,25686,48199177,1
20586473,1053000,22673842,2315201,2444108,37159,16026515,1066943,153493,17314267,17314267,575480,617354,389662,150875699,339546,26338842,107631,91414216,1
192512917,3069146,193797790,7236849,7539304,186274,494525057,4580548,714492,103387368,103351870,2874636,2714942,763815,998834390,1069799,611119821,349543,1449541607,1
10515485,440768,7310436,972191,1101627,24837,8216575,492644,93114,7422659,7422659,289314,257230,305348,70756751,208564,12015658,42875,37604958,1
9900354,398773,7395789,1237899,1652809,33612,12521904,693460,97995,7757357,7757357,304965,265690,263502,68165650,209615,12458325,32059,39325385,1
7487780,501463,10156607,808486,934806,20896,8279809,361454,89973,7578929,7578929,274065,253384,304545,70761999,198117,13187973,25193,48281964,1
19870174,883296,16685311,2029921,2334620,39158,25749840,1425355,186251,17910819,17910819,611469,572437,341628,141193716,327393,26129087,100375,90574320,1
170125638,2603852,175749915,5864992,5527333,115094,290679263,2775345,478775,81041734,80801433,2135386,2182661,551623,844568753,774475,500955071,341959,1188503263,1
8868413,531012,7852953,841820,1245354,25684,7887560,551814,91714,7268967,7268697,282851,284434,379053,83087053,219347,12046212,45366,37628967,1
10770609,617006,10139662,1229369,1321815,30760,6795769,678999,98359,7726409,7726409,302056,306990,330400,84953624,242125,12453706,29653,39302588,1
13165587,613045,11714789,1299238,1403404,20610,18243860,652312,88203,7485351,7485351,263492,281435,258536,74724083,204514,13137047,24228,48184079,1
15707604,862921,16058941,1882632,3459912,37014,36430020,2322330,157941,15769733,15769733,575573,626769,380319,148723473,333530,26003346,105842,90670705,1
210115351,2558584,206408600,6919939,8007281,177556,576057661,4346047,648965,101760667,101074691,2772752,4138764,1212862,1203751075,1118451,611556324,375776,1442894986,1
7818571,459088,9211639,1015384,1195915,25789,12757311,511665,85155,6391695,6391695,256414,248141,333562,77091560,209556,11973470,41839,37614674,1
10295455,535696,8183540,938954,1318501,24840,9559855,599826,84161,6844076,6844076,275533,266461,274640,72753429,227633,12571830,29069,39329630,1
11618338,488028,7439042,876740,1071938,26741,10501991,356362,81062,7273595,7273595,244625,242990,237972,66159241,186224,13134220,27028,48103242,1
17678745,755141,17568660,2182057,3693131,45695,39604240,2126839,157441,18332847,18276147,602498,551795,326121,137596202,316618,26168119,107839,90766795,1
119720741,1446435,114570030,4389860,5525840,135143,525962722,3254917,536939,83994151,83980691,2284744,2164928,607050,831815491,757614,480677246,272518,1126370879,1
6779508,511386,9965479,825025,1207161,23736,9182949,347992,89392,7269033,7269033,287168,280950,331274,77652450,208831,11986479,39752,37628511,1
6290316,314192,5007789,1055412,1019496,28810,11191541,364190,101438,7739362,7739362,305822,298748,286497,78533353,233586,12805634,29375,39731612,1
9869788,467037,7563934,736600,1134618,26013,7633658,280781,92578,9360706,9355184,289382,282090,300273,81217633,206036,13139297,24998,48220485,1
19462276,1062274,17417766,2146347,2157558,34906,15137927,891246,146951,17401997,17401997,563631,615988,393529,149947377,331476,25776742,103074,89849953,1
206678454,2876023,205371175,7185621,10040299,173422,627108810,4661321,718185,125701104,125695982,4888124,4920082,750790,1221069982,1019537,638070823,393870,1544180341,1
6559602,493103,8278475,759864,1246865,25798,8160955,441487,90372,7276045,7276045,285446,289177,298461,75208655,211690,11951493,41772,37578127,1
5054331,400948,6006801,770124,881023,31377,8515474,442632,97129,7756966,7756966,313589,306445,276049,78695878,239755,12654282,29773,39293314,1
7933637,375938,8236352,1004385,977973,23232,12061184,554112,86327,7456150,7456150,266911,281117,352352,77479395,203598,13146815,23780,48237417,1
27298115,1288917,28107856,2826476,2347647,39271,12662308,1467052,159702,15802117,15802117,594277,591233,335657,145642733,337284,25941776,101874,90557497,1
150073799,2002758,161783775,4623885,6530213,134708,589222141,3856735,511235,83839861,83720157,2290526,2203149,557679,875188967,772638,490424859,291368,1149817955,1
6130694,529276,10441629,895208,1551134,29285,15162450,701694,92449,7271170,7271170,288939,252035,304023,71841178,203356,11889231,35066,37468370,1
7919170,535954,9707080,905391,1422440,27988,13813576,640089,94638,7775896,7775896,309210,287243,301468,78077404,237625,12559382,27475,39276389,1
7197825,459186,10170952,903814,1331614,26240,15941972,460291,87873,7479714,7479714,267528,288720,271402,81406307,211341,13088241,34046,48141286,1
14790589,911073,15389019,1558330,2783523,40445,18125523,1215410,155064,17845700,17845700,594652,617368,347501,151780747,347947,25940095,99295,90386257,1
199403279,2044245,189986173,5657324,6696102,82691,472531213,4763520,481786,338873424,338072407,2219763,2168217,505106,909126409,515562,536221706,377326,1622577523,1
5064141,383673,6610174,704608,1138559,17314,11881218,455429,69420,5346492,5346492,243643,255854,313364,64848551,152629,9017972,34185,28955289,1
5858456,346490,5789989,733714,1058797,19655,9725144,367675,84827,6794496,6794496,287980,284101,287142,65577063,170423,20754152,81768,67887601,1
11006963,594419,11232847,1104222,1074008,15893,13658020,549850,74600,5577137,5577137,232851,252912,282639,62555687,140979,31024101,138214,109822991,1
16943428,824911,13994987,1694887,4234458,74630,73957856,2348278,237539,21072844,21077472,907625,957644,480864,335232258,398981,109258049,439027,387809816,1
169375162,2609236,178097105,7797827,6603837,143095,512159969,3549149,454339,77364275,77351418,2071045,2036695,864055,833331539,749101,445490535,230348,1043288564,1
10898669,584103,11340649,1382652,1430306,31738,15162024,687429,89843,7219532,7219532,285734,288415,311756,76341115,220025,11946036,40714,37579213,1
8950138,473787,8320122,1092997,1448807,31298,13104427,610774,95876,7757915,7757915,299906,304766,298156,75115372,236385,12617101,29299,39298290,1
10475420,437476,6834429,984091,1214959,24038,18920704,615499,83805,7478133,7478133,261659,274386,302010,74974697,199805,13173935,24593,48228241,1
20040205,895054,17176344,2137818,2724469,40416,22911315,1186450,162069,15954442,15954442,610188,599271,430926,154154680,329505,25924730,97234,90612215,1
166618774,2527083,170197761,6714848,12586695,235428,806352593,7097647,703671,122226285,122197237,4998687,3792002,895924,1166819865,1088783,592942035,362717,1395284546,1
8668514,478455,7634001,849479,1277082,29756,14520196,510700,88886,7274057,7274057,292892,254649,274368,68395657,209565,12087946,39213,37667326,1
8564409,572364,9035911,850672,1120899,28093,9307328,455117,98424,8078783,8078783,305751,271763,340988,77780404,218114,12612892,29431,39329502,1
9082415,492413,8658542,818511,1449224,29476,11604557,714091,87431,7459038,7459204,270496,246668,236455,69818415,191675,13133782,27434,48041439,1
18819524,830861,17324340,2304852,3542812,45810,36266274,2122550,152787,15341193,15341193,561361,606174,396997,152238719,340606,26330436,104821,91418716,1
214929765,2670324,206209218,7381533,6832133,178272,309411867,3953430,701425,126963434,126963434,5064649,4946144,765587,1216930770,1131337,618856331,426579,1496757127,1
8872175,500582,7868430,1049149,1184808,27192,11289480,608858,86121,6363220,6363220,263109,282204,361306,79983367,223634,12007169,41785,37646394,1
9030614,491614,8209935,1026107,1535746,21009,15730644,574572,83406,6812205,6812205,258577,308282,382580,86068859,236363,12664866,29450,39448553,1
11466079,441283,12095762,1101053,1122264,23275,6531185,462067,76344,6575727,6575727,226920,284863,310508,75806321,206553,13127555,24584,47951955,1
18480746,880653,21297212,1968760,1997573,35467,25093473,778640,332652,58365069,58365069,912050,606575,421763,149948905,344060,63982837,140515,231006301,1
211136497,2825315,192803459,7814576,8755158,155250,727641619,5198663,616353,90421991,90350178,2652651,3406928,865908,1192677630,1085820,606019420,342823,1422573402,1
7468315,495830,8938950,892516,818101,21875,4113748,386064,87061,7231298,7231298,281365,300716,299409,76676786,218382,10698219,34062,32993686,1
8450598,476977,9040292,976617,1163438,23949,11136365,441146,89670,7707144,7707144,302025,303216,278640,76695033,234935,11106237,30854,34685882,1
9919581,400377,8687990,973115,1084335,19092,10811132,513641,87453,7448967,7446725,267696,283128,307028,81483520,208763,12245166,22466,44406655,1
19689160,875313,15838789,2051729,2217000,35880,23289240,1438444,189770,17850631,17850631,614861,596525,348281,147325237,331677,24107533,96716,84427704,1
134342002,1761754,134892080,4832364,4360581,110173,396576729,2298455,563483,83493427,83463538,2268877,2245833,564862,889634318,798929,486990845,318400,1136528781,1
10591785,369068,6351796,1110017,967829,23021,7098318,450348,96480,7272150,7272150,290875,255618,261974,69930606,207155,11897878,42449,37542985,1
8455594,478163,9100818,1134769,1825503,31654,18212703,745180,88609,7718662,7718662,300146,271953,274898,71831651,218622,12657207,29830,39223958,1
9679069,429054,8034891,1003641,1250129,25918,12357378,615770,85102,7475375,7475375,268150,253875,229328,70485749,193513,13076973,26111,48048668,1
15745688,856472,19715771,2122036,2763397,36763,30775258,1796382,149735,17238126,17238126,565781,547451,310257,141141501,311047,25960166,110200,90621931,1
142853561,2161223,154488325,5299796,6808199,140768,345997787,2896403,535307,81383134,81344545,2258914,2232801,723096,871307617,804970,463762070,268062,1088649726,1
9226111,447372,7420110,1057590,1382699,25070,9598937,512565,90907,7267902,7267902,286697,286903,375311,83211212,224658,11892668,35146,37504105,1
9084216,490992,9672520,1136361,1211803,28291,9215253,479768,98071,7738653,7738653,312457,299152,315614,76847734,237467,12596545,27029,39379919,1
7131330,429792,7348857,933944,992950,25004,2374533,273092,90514,7472603,7472603,270269,269229,263327,76528413,197287,13256727,26896,48186830,1
19401944,912929,19077300,2032199,2542610,37646,19444005,1254572,153195,15983356,15983356,590922,596944,280890,139437095,334523,25365912,103003,88309130,1
100197767,1545548,115442623,3215188,5565127,131066,417688380,3577725,498834,85616811,85562386,2423300,2111958,616454,806503206,731334,485433164,263525,1132280213,1
9290611,466746,7205567,1106782,1489519,28977,16035543,651366,92159,7443635,7443635,291424,284586,333946,83296039,216249,10563548,33488,32901087,1
9808454,459394,7423460,1125269,1714883,32648,15618604,799549,89072,7758208,7759013,304374,292214,310697,77991385,227686,11393396,26825,34864920,1
7714597,411705,6691340,821489,1253945,26677,11135535,510931,87787,7480515,7480601,270846,277052,310261,79012572,202046,13541319,34681,48684124,1
18385187,1032023,20948280,2022676,2555496,37432,36521790,1589065,189450,17956899,17956899,623260,598122,317545,141540566,329550,26192452,102867,90880906,1
126962152,1758111,125166892,4491771,4231717,92770,413299139,2380428,414194,75734123,75732497,2030622,2646453,759178,997064215,1017004,475707249,336880,1112492789,1
9420491,564192,9034821,953418,980104,24598,12867033,581429,82609,6349404,6349404,256127,254603,272229,69785558,205150,11951922,34656,37536718,1
8149737,476038,9145765,960417,1192278,24721,8420056,515995,78200,6823044,6823044,266440,266961,287296,72842422,227459,12563131,28400,39340833,1
8067370,427874,9447165,979703,1250835,21388,15326777,582196,78015,6545011,6545011,235729,254078,239321,71813887,195692,13277475,24225,48836501,1
16214212,843483,19806809,2157534,2864223,40774,24828638,1372463,151695,17763592,17763592,602582,577485,354667,148126983,327240,25807483,97302,90059757,1
200018983,2715610,198030279,6891468,8324591,196638,20498209,2553256,659396,123393978,123393978,4871316,4840821,748341,1202636716,1009119,635175163,361359,1535509442,1
4715261,399269,5922096,852110,1767854,32400,15388491,679432,86667,6366085,6365919,263435,257185,325375,70798389,198787,11921832,38756,37602307,1
9104979,440368,6220607,999851,933018,22236,11619796,563172,83160,6831358,6831358,269379,268813,293441,70809590,210838,12693062,29438,39344275,1
6315629,403920,7279271,774197,1577336,28496,13623239,587889,78788,6588715,6588715,236341,250513,251760,68091037,191972,13112818,31619,48234556,1
