L1-dcache-stores,LLC-loads,dTLB-stores,L1-dcache-load-misses,cache-references,dTLB-store-misses,L1-dcache-loads,L1-icache-load-misses,LLC-stores,branch-instructions,branch-loads,branch-load-misses,branch-misses,cache-misses,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,instructions,Class
967147333,29600459,970014577,69361397,62211116,1081833,729281477,23338161,6147986,1166487249,1166502156,35954713,37287900,12331511,6888454152,8873293,1827343102,3048950,6619319373,0
107284015,7955499,115605853,18275085,3362309,55023,26363831,1314714,412405,38387484,38387484,1442009,806674,1230556,178579615,479421,26452438,83921,79588134,0
68732890,5091650,65691936,11572566,3319383,62974,29882605,1653915,212283,14824790,14824790,733127,794501,949470,166539388,463116,33912219,86470,103622742,0
98111574,5481416,91886659,12760819,4003216,60139,58789734,2117375,239136,23499004,23499004,1021345,935414,1043458,221236485,431314,47816034,160135,153960219,0
56282308,4958217,65815073,11638679,4830284,54904,26397405,1881354,672527,52245168,52245082,1226577,1089109,1297596,244249231,526226,38032919,117315,116159489,0
192790002,6230043,191204188,16179220,25840499,1209100,580992985,13921083,7519124,1282778909,1282749953,40289974,42473953,12739072,8268230573,15686563,402245159,546322,1499144786,0
47631009,2327759,42233803,4854553,6533813,122921,67813655,2949793,1394130,54288814,54287032,2679094,2046580,2039643,949707985,2008351,64720110,136300,224468330,0
44313467,2519580,44966802,5054942,5557802,141673,67082156,2221833,2501279,2134797335,2134699803,239428147,703826,845351,213793752,398526,63033061,118563,218303266,0
48997732,2744183,46127774,5793032,6499093,125192,149923223,2140073,170531,15273593,15273593,616787,577867,724768,157747796,316090,112829010,127977,365858406,0
43810538,1775614,50733371,4041385,8633930,189084,46189933,2718006,384578,65153456,65155431,1134758,929943,654870,223353392,441389,107708713,3077409,425338521,0
124514087,6164733,116602742,13748919,26392084,515645,366510691,14348136,2242365,319589021,319591759,10019704,10220534,2232712,1947816237,2895301,362671659,1063447,1463609902,0
6750870,491584,5842664,838992,1376881,30099,7957331,470016,82100,4746755,4746755,269854,295635,355004,71608516,185921,9165223,20093,28776638,0
6232347,529445,6937164,1193894,1031574,28586,10257647,505576,87520,5235810,5235810,280522,315691,389648,77011038,210766,9931379,31223,31228037,0
6739364,458470,5899277,796420,1164942,22533,11711135,469340,81932,4748076,4748076,254253,280130,327277,72672465,175708,10368430,20566,39144288,0
16323484,917247,17680887,1507342,2273420,31212,11992341,799586,299609,43793235,43793235,874890,931323,625750,278925672,441763,20477579,70427,73512964,0
52240686,1476058,65069993,4212268,6914182,191844,95601092,4666303,582410,90071500,90070319,3295329,3282855,748384,564148992,1147087,148472274,375702,525790073,0
5496331,420920,6241633,549078,1023590,21443,10168790,436752,65358,4383090,4383090,213967,247173,288452,60394232,157419,9589184,23066,30305309,0
6121768,464895,7571745,896110,1309996,22351,8350236,466069,75523,5023389,5023389,246029,278320,310222,63791466,167796,9374394,25672,29922364,0
5494499,345615,6918978,718928,1235248,18123,14041342,575725,78151,6288400,6288400,300120,251505,306233,67256472,147152,9700713,17323,37559035,0
15182663,722720,12991431,1348329,2748263,37246,28597209,1318913,149372,15874013,15873016,750889,861751,545103,263115013,369593,19976841,55377,72410647,0
4143392676,26575985,4092523189,106180273,48833901,4405560,1964890782,23693676,15241250,2339915589,2339457204,35311796,35078539,30650423,16005234481,23767043,4842682795,2027716,12505319952,0
4775437,341863,4970072,578720,1150690,18141,10352186,432751,66002,4388212,4388212,216562,254385,335456,62993622,162583,7282713,16336,22827866,0
5835789,367276,4535374,796395,939419,20283,6777126,336741,70507,5100276,5100362,258426,275581,343667,71985409,171275,8106949,19028,25468336,0
5450647,335245,5605831,604107,848474,16130,7391755,330099,75944,6317676,6317676,300315,240507,283555,62776363,138442,8402224,18584,33178985,0
14623279,685798,12128110,1156846,1959521,29929,22863956,1007119,149585,15800180,15800180,737531,858099,455216,253012394,340489,19165585,48219,69532269,0
8222174,455766,6018985,669114,3251607,87677,38760549,1677111,262155,53171045,53155830,2023995,1964142,421724,285767937,486059,72174723,165073,264748270,0
6905615,457482,7836577,742206,1125984,21120,12904257,389062,76279,5247971,5247971,240593,250719,298636,68955356,145997,7101296,17451,22197312,0
6704916,388313,5673307,829545,1190666,22525,10568148,391530,80108,5871309,5871309,265415,272889,291255,64762613,164723,7999795,23947,25073577,0
6464194,387949,5576348,549152,917978,15438,13251912,312148,82425,7141963,7144304,323215,237645,293343,59289357,132701,8385932,18011,32877332,0
14787081,680387,12056403,1227373,1860032,29634,23784803,814515,129722,11420776,11420776,682055,889615,512458,267650283,373733,20655936,51007,77086675,0
187471312,5254624,177836577,13115714,15462496,487179,182614070,7054990,671650,121936398,121935700,3583186,3585092,1120986,803107048,1975290,334007040,721690,1074854430,0
3579876,312496,6067643,691349,884516,16046,8718501,361210,65852,4385034,4384041,214061,255602,344864,65739878,159292,8521849,21146,27168799,0
6897990,337991,4662932,738703,956552,15928,3103151,305103,69528,4996665,4999895,234002,272565,308897,64078356,166593,9627061,25016,30177138,0
6122354,389412,6082853,693126,830927,12761,4915507,247308,82615,7173944,7173944,322107,232601,263986,57113526,137406,10748250,19534,43782673,0
17311174,706718,9946286,1159962,2333956,33919,20029211,1045680,152639,17029999,17027366,772927,856640,477714,263868446,360179,19950629,61940,71669825,0
73478844,4960057,82775291,9434391,14884159,174668,151648477,7797463,771608,93531764,93491745,3591783,3668063,939193,635075723,1052975,104977397,403547,381046000,0
4434776,347871,4131065,688485,1092603,17125,7923163,439334,77018,5370654,5370654,262775,263338,294820,63192574,153542,7430156,23434,23022447,0
5278662,426779,5808175,718727,1038672,18485,6535836,364614,87815,6073276,6062994,294342,295783,320517,70800458,184534,8119183,25129,25636860,0
5718546,321714,4844043,609567,1057764,16867,11066394,459294,77187,5821471,5821471,251220,255761,307166,65465440,149105,8447531,17412,33305471,0
12751886,675448,13752397,1459507,1751758,33588,10558221,812818,292061,47374265,47374265,870511,868865,529926,257021983,372513,19589203,49799,70925488,0
413354833,13659016,422117809,28812324,67965582,791271,1020468480,44777805,221688,40051190,40051350,1496456,1638499,387969,244443181,395137,690789474,2500941,2481074386,0
3965945,466265,7556320,703142,1646141,23302,7811245,504144,66901,4637081,4637081,217398,252077,275356,60743588,148537,10366054,25843,33392259,0
5518827,443853,5906591,669537,1233672,23433,10079762,537592,81100,5372538,5372538,262006,327053,298577,67602443,168744,10282930,26218,32480688,0
5905508,361743,5176330,660429,1417363,19068,16002826,694095,76946,6280800,6280818,300838,260143,272423,60309533,134154,10433871,18160,39766238,0
14534422,751101,15075747,1237441,2928069,43506,29591765,1267677,101338,9607387,9607387,534645,848567,470178,247034275,317339,21062245,66589,75681472,0
7297066,518694,8195560,746279,1672692,22984,17878975,671332,495984,72592890,72265354,2599679,3730887,526242,494009619,760098,9770422,20152,37360525,0
4720500,286246,4903667,714074,1019444,15624,4940250,338305,70746,4480961,4480961,229266,268097,277547,60677210,155868,8173477,20085,25555768,0
4360532,321748,6713236,911687,1120173,20396,6560802,309004,74935,5335100,5335100,260175,294162,317291,69550764,193353,8070770,21104,25141108,0
5236234,295451,5367961,664220,873368,14165,11993785,343181,82422,7176959,7238975,338641,225488,253106,55133197,133818,8304930,13721,32887529,0
15973762,712463,11267988,1179515,2851741,39418,30768915,1366578,161985,17357380,17357380,783004,889748,444635,252014222,365216,19380729,47879,70380632,0
224807726,3316839,227711852,11632608,14735704,411828,306932916,10314012,426718,88935214,88935214,2844658,2774640,570510,475686937,963631,267883317,760850,915552451,0
9070452,519874,9012080,979604,1408719,24725,9451369,600466,75226,5265040,5265040,247503,244936,288873,61501369,142215,10664899,47694,32706923,0
9413384,571308,9908517,970202,1387055,22600,7583822,502407,79452,6123131,6122965,274445,281250,298424,71018204,179193,10738212,41698,33244946,0
10368644,520950,8000713,979019,1649180,27235,19054825,801843,87272,7217301,7217301,336132,236094,277484,57581446,136100,11310676,40729,41481609,0
23112954,997013,26349952,1879205,2222423,38316,31322612,1097220,107951,9521895,9521895,547977,844246,506565,255765229,343989,24418251,81477,85738411,0
72070182,2235274,89307941,5781854,9776258,209684,151500816,7151535,671327,102475655,102475655,3386421,3470973,1171749,722409669,1753122,158746649,479039,534293374,0
6121221,391125,5156810,683513,1025707,19569,6143180,395292,80045,5548179,5554889,269054,293039,376463,79525550,166957,11846013,31197,37008030,0
5615014,359610,6101795,851609,1548082,26132,10818341,593277,92638,6458483,6458483,304718,297536,364076,74381478,184402,10011758,35585,31292797,0
5210567,345405,5929210,683068,1398025,19031,4928901,457163,85316,7470668,7470668,346940,259935,329197,64282581,144098,13002093,37086,47398738,0
13188368,688446,15217078,1366345,2314179,24049,5872297,589114,110332,9683921,9683921,570366,886633,562304,263716977,376235,21186574,59197,76087105,0
116860142,916223,129446088,5357094,9535420,1191178,1328236910,5533668,628369,94927418,94769789,2752403,524231,330249,155762908,219701,1550363256,429631,4794913984,0
7351588,379086,6671594,758506,1432921,19968,14619846,551049,70759,4945534,4945534,237936,231001,249160,55988466,140010,9749550,20425,31322799,0
6704013,518073,6945612,776576,1282686,20887,12231089,553544,78751,5575389,5575389,272206,258223,298668,63312281,165465,10312690,25144,32480501,0
5971597,428717,7831080,620729,886860,15133,9709983,408599,64982,5061224,5061224,228772,237098,285560,57297182,129014,10936831,35973,41242276,0
15678935,660989,12353947,1391437,2751947,29688,31455973,1141090,316873,59215915,59215915,911578,592610,385730,137021616,260939,23528929,105913,83053805,0
748799360,13765072,776301045,40938908,51566796,1444556,1889675840,29791558,3515319,692878045,692629924,12542491,12991306,3966835,3738903953,6637930,1223894547,1832157,4390531352,0
15067896,639315,17640081,1767175,1849593,29333,17590513,1096419,114806,16581372,16581372,591816,569904,349893,124546694,239748,23948971,144723,73066816,0
15385469,655396,15784512,1651251,1813039,30355,21531315,1286141,116420,16753395,16753395,587300,623432,442556,130778755,263417,25032259,151690,76398103,0
18235366,704776,18664735,2093661,1555334,25443,26149558,1268216,107214,16598713,16598713,559859,573868,398588,130096657,232651,24485071,142984,81742604,0
21550753,941441,25850837,2635847,3703811,56588,39212594,1736829,323510,55345499,55345499,1174288,1245411,740825,344316944,496083,36254517,188694,120896294,0
191663827,6238694,193637643,13938814,21122970,354133,332531204,13897696,472329,57120469,57008689,1852978,3835364,488258,501418934,759657,256366851,1030142,809193990,0
6743053,557116,6559899,882000,1014029,16885,9375364,474026,79120,5368298,5368298,257145,224000,248989,57967795,142852,10131470,24884,31736194,0
9696273,861955,9852753,1699503,948235,18449,6695258,385758,84076,6017074,6014487,285446,259047,284132,65845919,173977,9406789,30080,29608145,0
10043669,880049,8507480,1572976,900894,14082,7706854,375956,74386,5709497,5709497,253767,214836,254437,52645067,130499,9622805,17074,37345325,0
18545906,1417613,17075362,2102177,2239886,32729,21300987,971909,306482,47541536,47541536,881662,892749,471442,260986271,383378,20827171,60354,75119093,0
816916735,20769220,832017717,55499464,41675006,1185419,753953398,22825387,2774078,467057088,467057088,12916123,12791578,3749711,2699122398,4184134,760860782,1659929,2654728462,0
2650126417,19301794,2653795292,54313897,3483854,61105,2398246148,1294686,241486,5541098595,5541025064,775892,1101818,556116,10341855887,494512,8395941977,126203,16817350205,0
263016574,4749742,271147254,19682788,1837472,42612,8090986,653722,216180,9841612,9841612,833536,453170,384603,107622700,306689,11874843,46588,36394677,0
11158216,786330,9859874,1516692,1554870,32112,8739726,520618,196877,9731829,9731829,872015,363018,338078,83043672,227679,12419622,31880,48293758,0
13282056,1062367,15716668,1899402,2376374,39888,20903272,1156335,247465,13518937,13518937,1063912,968431,538134,281371370,435975,23037852,63858,81081735,0
384314687,7318933,388387276,19499936,20742163,378460,618301510,12322788,1809369,399604030,399321384,20272020,21986474,1766279,2403673148,1969130,763474834,1050239,2678916769,0
187007936,4860563,168937768,10700979,52402181,717548,610769067,25734766,5433390,415763379,415764322,15531914,13424938,3665382,3697125108,6095332,391801492,1348681,1167238475,0
194662735,5313143,174369058,11073664,46043946,599124,424884168,20707388,2035621,280245608,280174433,7960241,5422451,699717,934353191,1565844,273148125,317900,811790074,0
147585821,4666326,151328147,8677564,13529499,165808,269316506,5352721,644401,159292389,159296205,4903096,4531360,781092,790091684,1351474,296817596,365389,898194427,0
217700536,5199402,207551962,11741366,17123200,228577,424128567,7858836,1002942,226299448,226311000,6329684,6113713,900970,1133906115,1720219,275380004,359819,833587947,0
35179743,1870678,36999258,5094208,16525101,295798,347840058,8902593,1139988,229661872,229603053,7804882,8303372,1087223,1212601309,1898391,353858154,652607,1127867107,0
7934113,349344,5114218,706636,971103,13533,2706444,233095,75723,5430052,5430304,308910,214513,241345,57063723,139159,8516941,20806,27124099,0
6517610,389378,5296167,763286,1052431,19006,3377564,315239,85427,6111864,6111864,349422,245332,284878,56248708,170520,9374023,20892,29809051,0
5490486,340250,6771527,728447,991899,12224,7453242,353328,83862,7183883,7183883,317435,200881,234766,49921969,120478,10741968,22933,40349437,0
15181724,735921,14003067,1345116,1679743,28692,20631161,836924,131235,11652363,11652363,693783,818204,407458,238851768,326439,23476874,74006,84337201,0
656266996,13089366,645946536,30121269,35995797,663801,384174592,13998528,2684428,804124632,804124846,14721345,14803736,1626266,3186700688,3541241,1082823217,1905466,3974352273,0
9442783,1742404,10756360,2640190,4723465,63842,18668626,1479646,233401,10172461,10172312,888665,879479,299763,185089008,837060,17072699,77008,45425790,0
13204571,1844711,10297797,2688960,4594482,67830,11187865,1341104,245306,10786423,10786423,889223,919018,328627,190279812,839504,18189681,82716,48276229,0
10191739,1866075,10919079,2538474,4894467,73110,12228071,1449452,258549,12011190,12011172,988400,888921,347205,194011898,801010,18025825,70435,54938647,0
14753651,2116788,19889619,3432624,6112449,86108,31638116,2154103,432801,37943409,37943624,1554795,1559051,564028,400206275,1054563,32990455,136432,105616472,0
40520504,2523334,45121197,5147334,8121630,154838,66000472,4011236,539062,74449794,74449621,3177621,3210698,611404,566583702,1340670,114498236,287793,447395135,0
11049562,1649785,8863818,2502182,4410810,68515,14401555,1471198,204323,6264876,6264788,714196,738689,274745,169625157,734686,14821345,67054,37062382,0
10329654,1629353,9687709,2724717,5748091,71000,18439337,1636916,216155,6927777,6927562,734778,753274,309371,174742403,732641,14264161,52682,35378790,0
9048886,1518059,8951765,2482661,4712789,62491,15741845,1354243,229844,8087876,8087661,841138,701804,287409,168974056,671297,14670341,60231,42705960,0
16801923,1931868,19620908,3459332,5461149,83274,28835495,1877969,449784,48238887,48238746,1612863,1406198,525115,383997743,988990,25888907,80158,80561337,0
43801948,926601,44799986,2335515,4360338,143869,116850509,3272910,191822,35892563,35823896,962110,1169896,393138,214561790,388115,140228053,174458,510982888,0
4943290,331803,4736492,551178,1144201,18458,11496717,462295,74701,5255085,5255085,237905,329095,308663,80195945,153904,11340252,32660,35654823,0
5555521,377109,5371460,720458,1066222,17694,9522495,486359,84150,5881358,5881358,272206,324897,322892,68872006,167386,9319019,30815,29782732,0
4225237,358270,5466993,546401,822942,12104,8541048,222300,78902,7105337,7105337,320079,292141,269605,62078410,139618,9693546,17982,37508072,0
17466216,795507,11857276,1358804,2185302,33062,29617078,1017149,133331,11792707,11792707,687584,918051,466680,274111894,368545,20871746,53122,75301282,0
97621409,2286044,87009959,5607486,11374364,213177,175592998,7720324,646437,82250062,82075960,2731466,2227101,835149,394134660,608846,187688839,455684,711195062,0
8180313,321187,6614760,951338,1048853,20252,13954992,435538,70028,4634349,4634349,222693,235704,295638,56163111,148967,9015720,24362,28570883,0
6262099,387300,6763179,794739,1144879,18508,5667034,398700,68749,5348193,5348193,232999,237323,260032,54107704,151927,9560502,24451,29832782,0
4918460,343160,7498907,706134,1267558,17774,14860182,431816,61537,4675138,4675138,203769,203019,237792,50496257,122950,10774815,28251,43734695,0
23364244,970160,20019278,1970508,2447082,37066,22768979,1173344,287364,43598545,43598545,847705,873539,436427,247510815,358922,20092209,55839,72745466,0
84884563,3396663,104340413,6815931,14007821,277933,240621445,8882303,823290,124301384,124301384,4375717,4417665,1188345,804059976,1328047,183240642,596204,684373969,0
6169510,379890,4383175,716959,988447,17157,9798034,528513,73392,4523201,4523201,236789,267460,312733,65257374,171208,7932164,18368,24851692,0
7949382,529140,7729236,867210,1272536,19622,10348915,594491,84650,5128034,5128034,274182,294679,301853,69371909,184427,8421425,27665,25984556,0
9005338,487275,7459509,1076386,1222876,17604,7117277,406509,81771,6606969,6606969,327999,253993,284301,64668322,153647,8718444,20730,33641140,0
12826065,726632,13587685,1298190,2396216,38621,27319210,1062316,154786,15743380,15743380,748939,868527,429099,255522512,343619,19806721,58142,71576986,0
319053804,7648274,320182743,22653556,29380105,677365,719865554,19113214,2382763,386683754,386674987,10839546,11883061,1777702,2161654187,2695655,655701124,1377653,2664815457,0
5632995,425484,5851614,541431,1211944,19230,9867860,452480,74967,5408916,5408916,244265,242936,298359,70376921,147311,8588263,20353,27250510,0
6801855,486471,5928759,607948,1020846,19856,9273111,378014,79733,5870143,5870143,269760,274368,361607,68010494,177667,8085719,23844,25414433,0
5387430,411482,6977935,571002,1037016,15829,15565210,400713,74522,5388519,5388519,235589,252132,294097,63767187,141655,10163702,27386,38991148,0
11720183,704482,17465878,1486428,2281240,26470,22242498,1312730,336265,60059461,60059461,917146,628024,371977,138561103,292559,21270007,120278,76113471,0
10774790,497682,8031867,842552,1975383,60902,86597131,1112226,538889,75495604,75097649,2646390,3995143,495399,555248595,753327,25669174,49321,93332761,0
6735443,366556,5768159,690096,863020,16953,10385629,476862,78804,5706192,5706192,266576,261667,285787,62757916,164919,8953043,22516,28282706,0
5611038,467822,6730513,597697,1106609,16064,13128608,513864,88238,6024869,6024869,295891,294577,310759,69597699,187996,8025634,24689,25194191,0
4663700,337246,4179260,598230,906032,13424,9604532,391887,78041,6359253,6359253,304318,245056,286302,59711813,146518,8293337,16865,32864127,0
12363788,555196,16603195,1619426,1985291,32981,20181326,1044988,158837,16790197,16790197,779075,861584,519321,264730193,453795,20921030,56855,78184417,0
459276373,4966232,477760364,12672646,16911563,521786,1119442355,11461725,1701064,1024633720,1024629755,10867390,10693560,1360595,4326180472,2158250,725623635,778545,2349374229,0
6322343,373533,6067507,825571,1147316,20679,5920763,390159,80045,5295702,5294351,253431,247901,263024,59243860,152039,9703880,23381,30502826,0
43750854,1917327,40357565,3997591,6263017,84324,78506243,3348529,726288,87443131,87443131,3420458,3036492,469952,563412680,1072026,60874578,170323,190931006,0
40140952,2136609,43558576,4354040,6088286,77666,76278117,3322647,311827,42003439,42003439,2041261,1521648,385982,273464542,641922,61569877,179599,199003450,0
47657467,2104019,51190320,4785757,8145781,102769,82995902,4275263,370382,51157754,51128974,2491725,2145905,617858,470649411,865077,76512492,221580,250041577,0
574599564,3008339,563829999,13742141,12690241,648334,702986740,7822102,2709381,518408016,518408016,6339534,5803671,1695187,1853614676,1291507,764187287,1306908,2382983475,0
6625452,361920,4811028,677854,995859,17626,8886051,356716,70932,5263873,5263873,239516,258716,324830,65354508,154852,7128918,16126,22477916,0
6996618,455706,6036789,763624,1237291,16398,9324371,560836,85370,6438483,6438483,295768,308796,340211,72943241,200756,8434103,27547,25832293,0
3491574,344685,6918023,633598,1123984,15445,7194415,374546,81517,6960003,6960003,325688,232724,270521,56629268,132567,9388199,20405,39212600,0
14983506,642411,14891065,1445995,1677247,31354,17226388,762166,103590,9699193,9699193,518279,856806,518690,253747637,367703,19514779,55194,70375979,0
203533464,5972322,228966505,15922899,26219247,1208776,698904592,16128567,1421973,278565564,278396806,10635159,11699771,1267117,1575463153,2241622,438466609,902328,1547637600,0
23183384,1854953,24237843,2741304,4379840,54183,40956460,2279798,238549,21564937,21564937,1298055,1330380,517731,224197920,567296,32763348,148516,109249745,0
11777303,1153985,10312667,1948767,3796558,39875,14700493,1292507,151323,10615217,10615217,821249,866256,418373,150553524,451080,17913494,75179,54675566,0
10971177,1179475,12667197,1577976,3906997,36809,16206572,1176802,140731,9810237,9810237,769806,741273,365765,135328669,408796,18018049,89589,61314615,0
25142664,1624672,23192092,2653185,3997029,45515,22610152,1546116,357148,48870854,48870854,1393163,1401177,626995,347174632,665418,28276624,125926,96456247,0
43443909,496970,41337280,1190677,2176189,50882,112779711,1218117,77004,14832686,14440828,494510,242425,287466,60087867,139594,82879488,88416,237718129,0
5807602,389009,7614384,695967,942487,14280,7271512,342846,62007,4355527,4355527,208331,225358,255701,59675279,141997,8575909,21325,26062471,0
5681776,429743,5808732,610914,935475,15889,8574622,344990,80575,5349316,5349316,258364,244557,255126,57929852,169670,8066420,19686,25260815,0
6316054,300147,4801216,691305,813678,14001,5579789,313938,62876,4706477,4706477,206260,200974,239964,48624479,118240,8371684,20030,33030158,0
20476823,910502,13417103,1417409,1904696,31990,17850974,751875,276648,43524140,43524140,836214,823546,427791,236232218,309564,20455789,61596,76614678,0
200698010,7325520,186711057,16991172,5455993,101047,34247894,1815118,546387,90338313,90282336,3477292,2454742,794763,466889563,864061,110368954,265697,401397919,0
15763639,650518,21116028,1064791,1872507,27159,31463472,626116,90168,18016137,18016137,354586,281750,297764,75339394,161054,18275730,26175,55501159,0
29820067,1031166,29759144,1952505,2490962,35886,46693635,781650,141270,29573780,29573780,578255,495418,433811,139409221,263786,36545122,53809,109829630,0
18571835,607070,19456925,1216646,1433679,23837,19718782,420930,110007,26002118,26002118,522272,459342,427975,117858267,219656,28495972,32088,91933090,0
26608491,776955,27891358,2068238,2957188,46073,31432332,1078501,130358,28390197,28390449,719031,687211,402739,169536479,279459,39739704,71082,129124590,0
182834818,4094160,175668070,10999011,4996365,182613,108319322,3493254,354893,83715568,83715568,2102428,2133235,508377,443154532,851551,117383299,241395,415915690,0
5210043,443245,6886784,620058,1047275,16832,5545162,392821,73677,6002789,6006718,261617,274477,373158,77847357,158297,10297155,27367,32470200,0
9401097,438874,4531093,922858,979341,18870,12133677,463313,88902,6938333,6938167,295817,288236,327484,71077385,167964,10113945,22921,32007617,0
6972935,320518,6313846,933635,1171661,15947,10086347,464708,77032,6975653,6975653,264082,242929,290248,63659978,138150,10501113,20063,39768677,0
18431521,963486,15762834,1783829,2178863,32715,20034250,677599,286058,47430005,47430005,842659,830526,530731,255547952,351210,25358918,83945,93383728,0
199947997,3868644,180255380,10881929,13568176,384100,279392489,8718280,874318,138081549,137860425,4157641,4890785,910462,949216681,2125302,218182265,679038,797715668,0
5150336,327981,3567544,635804,1149866,16866,8385084,437091,66424,6107605,6107605,230605,215359,252039,49105954,129625,8569208,17124,27236416,0
6855736,441488,5850795,720441,1364136,20500,13388293,568011,76070,5259160,5259160,240559,238158,264932,55566461,147135,9434377,26661,29805016,0
7627276,336823,4791964,686082,899990,12259,9161749,321051,61648,4729179,4729179,203538,207041,236679,50608019,126095,9833255,27164,37638235,0
14436417,894484,14427232,1009334,1911534,37725,22456191,1016892,288773,43837760,43837760,862820,850142,402904,240086616,335447,20955503,61841,75626539,0
122216092,3256517,129562641,8582103,8155809,266373,304971079,4694899,822734,179950221,179892949,5759229,4719520,677731,698640258,974507,239566223,376560,835616881,0
7902890,544513,6469794,880099,1390655,22177,6988731,412007,88326,5961315,5961315,306365,296297,266322,67648737,179994,12223773,31674,37796304,0
10214799,613569,9425661,1192840,1387265,24190,6534764,512365,94603,6503502,6503502,339884,296042,284412,68610687,190747,9918204,23159,31472435,0
8205584,481854,5162545,771112,1025930,16371,12972821,502824,87129,5959161,5959161,301742,261574,280651,68416999,158042,11367874,20944,45536534,0
14040121,776571,16101839,1501901,2175411,36225,27470230,1037425,301208,47830920,47830920,911215,894313,487217,255112563,372072,22580057,77066,80175349,0
217396410,5280872,217075426,14035323,5528764,103039,97480310,2862057,210544,19231679,18933980,649809,488085,372687,127921142,227033,21589710,66001,85757493,0
8304547,600367,10033710,1057462,1257141,20192,10386906,544743,64932,4480257,4480257,212980,255113,336873,63479509,148758,7136792,16145,22404392,0
7485446,402381,7383366,841769,1533037,21658,13277182,618855,73003,5191276,5191276,244084,272666,290828,62784603,162177,9619789,28654,29885051,0
4814628,386793,7650821,679429,903600,15117,4997196,358063,64636,4702619,4702619,203886,237272,267523,55854607,136595,9607702,16949,37308524,0
12093146,671182,16764903,1468680,1517769,29659,17194328,577299,278757,45686971,45686971,877744,869359,478674,257134047,364972,21901749,52034,81427475,0
1056566794,1531661,1076455472,9837581,13758684,1353759,2435359675,8824689,837092,178817476,178638419,6844255,7287313,948763,982061595,1485359,1548296507,495431,4796247587,0
7941681,379646,5060764,696205,1038881,16744,10366508,426136,80930,5877079,5877079,273858,274522,318803,63413074,167262,8038542,16209,24996440,0
6481914,486108,8984729,664695,827063,21021,7519177,204841,85801,6491287,6491287,302400,298056,343446,68891257,179906,8887230,21620,27703226,0
6987576,407108,6518495,571989,1221274,17151,13969361,506606,82272,6237703,6237703,261907,276428,313175,66357284,151725,9591598,19635,36768106,0
14519609,606052,14107793,1513941,3772924,36386,30303245,2063841,334460,60602573,60602573,938395,619202,430519,135331334,274290,22188990,97769,78476775,0
7668023,400955,9740728,1149203,3788753,130576,59359050,1632144,115949,8305513,8314177,344507,914323,403740,177146910,359124,60610957,93129,278646176,0
5219086,307976,4405457,612243,753897,15734,6510288,257092,84063,6007140,6007140,277637,260533,274676,61172373,155718,10875564,26207,34160391,0
5147560,315419,5710783,824814,1250918,18569,9759334,458552,88573,6842200,6842200,297960,289079,255686,61058725,180446,9447964,27039,29989680,0
6562226,372865,4328209,475080,868330,14665,11769031,408682,71099,5657632,5657632,255209,238400,280078,61988778,139492,9695003,25065,37580961,0
14553048,599685,12177785,1500075,2052983,34734,21267037,961780,148304,13996149,13996149,590959,853083,499637,252974029,355326,21072680,69698,75401802,0
59643586,1076555,57458161,2578526,5597121,126095,116157835,4186805,226574,45427310,45284673,1545549,2452791,493702,493562554,722594,149735976,263957,485356162,0
9021806,364569,6135060,730446,1158644,17270,11337313,437800,63583,4360094,4360094,210340,241703,288916,61438159,149425,9550097,23159,30146048,0
7017878,379486,5809963,940888,1126000,17272,11344113,483312,72881,4979323,4979323,244868,276128,303504,68670309,181640,9409481,23527,29886562,0
6796114,388195,6109168,612946,1317407,17532,11777860,409835,63982,4688452,4688452,208435,232243,283585,57353517,136731,9742275,24814,37541600,0
16115648,692987,13302573,1364780,2152277,33503,21933942,1020714,134338,13090945,13090945,560498,862564,531127,264091193,380512,24684663,81509,91055463,0
288873258,9644743,317385488,24992475,42984973,670764,440818755,27543148,2336610,290208319,290137130,9165399,9724957,2364525,2077946217,2854759,582910245,1794063,1967288482,0
5306224,409523,6670210,686177,1167877,17181,6998567,407627,213135,19408541,19408541,317277,307764,485911,143258067,176980,8974493,18409,28978432,0
8247236,352996,4508793,899379,1387439,20842,12996935,511018,196156,18367839,18367839,318786,320420,499643,141006782,192076,9421312,23404,29913158,0
5317041,401776,7249782,654337,1049477,15275,5491577,392648,183777,18444379,18444379,293121,310732,466449,138922702,170090,9722685,26617,37060298,0
16799416,801601,12639420,1226195,2164079,38315,26524155,1302894,268295,26710218,26710218,650142,959143,640370,342939245,425303,20219249,48674,73195771,0
18325932,1176186,23134290,1964769,3105554,49943,28390918,2098844,181284,17759844,17457249,519423,1557164,406003,282496892,531032,91403198,248236,338016295,0
8293627,345591,8388104,806814,1153276,17985,11961623,504985,66793,4356411,4356411,215135,256243,310721,63966172,155460,9813439,23455,30519565,0
7140005,386848,5505651,752920,1165421,18338,6950584,482326,74044,4955387,4955387,241158,276942,298326,65528413,161581,9297926,28352,29738647,0
4970277,364877,7391433,622243,739856,11934,7266214,248793,61627,4619587,4619587,206217,239513,235028,56105559,135026,9661640,17908,37412245,0
11771466,761825,8703999,966630,2209144,35289,20357067,1068033,137464,13535739,13535739,558727,899442,510547,270669085,382395,20528323,61013,77246699,0
383689973,5047806,326158116,17197730,21309846,616055,558379908,10959988,1078582,398811373,397892422,6574068,7737421,1353187,1752987999,2262708,794277526,650160,2622164830,0
