branch-instructions,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,instructions,ref-cycles,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-stores,branch-load-misses,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,label
16415,2311,8657,23717,35209,319306,72826,1056875,3070,19915,12495,22652,1740,407,2490,391,19296,34,12087,594,0
16272,2329,9086,25499,36077,337880,73780,1109375,3182,21096,13008,21834,1596,231,2266,377,19457,31,12189,557,0
24827,3141,10534,28201,35571,317232,72871,1192375,2926,19538,12249,23030,1659,224,2119,347,19787,25,12373,750,0
16310,2166,9566,26359,36180,311498,73824,1170875,3009,19430,12166,21353,1681,197,2363,375,20740,35,12961,588,0
16266,2228,9003,25600,34950,334944,81488,1258875,3162,20973,13059,23793,1593,228,2203,354,19812,27,12444,670,0
16286,2199,9611,26510,34544,304757,72995,1145625,2987,19322,12088,21934,1656,245,2326,372,19458,31,12184,622,0
16411,2282,9449,28421,37453,329525,84518,1238500,3050,19501,12216,21666,1560,224,2162,348,19329,36,12103,615,0
16444,2203,8699,25675,34331,326954,72865,1228500,3056,20420,12744,22997,1585,171,2263,354,1314617,495,701683,1599,0
16317,2042,8657,26885,35462,336557,73282,1101375,2871,19321,12094,21951,1588,211,2110,371,19436,26,12180,584,0
16620,2333,9375,25500,35011,331432,75101,1245875,2906,19350,12118,22209,1581,159,2366,350,19602,34,12290,500,0
16318,2276,8797,25207,38703,377188,87528,1417625,2817,19428,12174,22633,1625,176,2266,392,19310,22,12086,589,0
16441,2312,8374,28433,396370,12636901,16569800,11560500,3154,21059,13180,25139,1499,186,2220,363,19342,27,12108,543,0
16311,2230,9406,26509,37338,353005,84508,1326750,2888,19335,12102,22402,1517,192,2108,391,19460,26,12183,486,0
16977,2274,9553,25976,35170,329496,74731,1158875,2980,19329,12097,21263,1584,160,2300,351,19773,29,12418,615,0
16448,2294,7732,26751,36665,329103,78950,1236750,2945,19330,12107,20973,1574,213,2279,359,21263,27,13270,701,0
16975,2218,9549,26652,34878,323526,75206,1216000,3018,19339,12108,22242,1562,200,2216,349,19356,27,12116,603,0
16286,2195,9429,24888,37992,393039,78926,1089250,2894,19322,12086,21803,1521,196,2119,401,19352,29,12122,512,0
16325,2048,7920,15066,33983,314102,72925,1081250,2868,19445,12182,21753,1527,152,2179,387,19323,31,12102,547,0
16669,2299,10241,26315,35675,384446,75222,889500,2953,20235,12721,22640,1564,162,2167,396,19574,28,12265,486,0
16419,2266,9017,26614,33426,314074,73738,1180250,2924,19383,12145,22289,1600,202,2333,360,19326,29,12094,586,0
16664,2246,9022,27655,33529,311899,73708,1172250,2858,19445,12176,21765,1505,186,2276,390,19914,23,12516,545,0
16529,2252,9291,27859,36067,332308,74708,935875,2875,19305,12098,22408,1728,257,2330,406,19328,24,12107,582,0
16296,2140,9177,25149,37956,374201,82959,1128500,2942,19343,12101,21900,1509,172,2139,378,19895,26,12485,693,0
16439,2347,9285,25566,33362,307875,75204,1156750,2935,19443,12185,21837,1555,201,2247,374,19373,20,12131,647,0
16992,2338,9535,25812,33901,301051,74181,1131750,70223,1304294,689529,143463,1545,209,2206,362,20897,35,13091,594,0
16266,2131,8928,24996,35268,336020,72848,1097250,2945,19345,12121,21720,1758,261,2416,368,19324,23,12101,579,0
16304,2214,6773,25804,33110,364364,72946,864250,2956,20349,12810,22400,1580,213,2266,358,19357,31,12140,648,0
17261,2329,8499,27967,35573,321167,72884,1207000,2905,19459,12195,21939,1785,166,2413,402,19324,34,12106,568,0
17476,2302,10526,27885,36124,311902,73846,1172125,2863,19539,12245,21297,1569,225,2317,354,19728,46,12327,552,0
4226749,41486,98298,105984,34605,346721,72792,1002750,2789,19336,12104,21102,1607,230,2236,361,19321,28,12105,509,0
17843,2488,9824,26477,35449,383241,72943,848875,3110,20429,12746,22814,1596,227,2324,347,19906,29,12495,679,0
16267,2209,8992,27128,34268,312627,72897,1175000,3124,20439,12758,23215,1599,195,2232,377,20538,27,12835,550,0
897072,24177,38613,84694,33941,320117,74937,1203125,2911,19345,12111,22002,1657,184,2212,376,19309,24,12096,565,0
16410,2240,9879,26987,35125,322590,72873,1107375,2924,19322,12091,21739,1670,220,2350,403,20828,25,12875,563,0
16968,2302,9553,26276,35384,319658,75222,1201750,2948,19573,12259,22272,1843,339,2557,385,20574,52,12862,605,0
16494,2198,9501,26209,35577,323291,74111,1215375,2910,19454,12182,21038,1610,191,2358,379,19472,25,12189,613,0
16532,2269,9120,24881,36926,358848,81478,1349125,3187,23225,14596,23410,1544,186,2169,365,19330,22,12097,670,0
16291,2206,9752,25405,34323,487484,74257,1171125,3118,20674,12769,22078,1598,185,2248,385,19979,28,12567,605,0
17772,2425,7990,29121,35127,339769,72875,1277500,2922,19324,12088,22371,1568,170,2243,359,21471,32,13290,556,0
16652,2314,10079,28222,33804,400881,72843,909875,2965,19327,12096,21274,1675,217,2227,395,19324,24,12092,520,0
19709,2486,10556,27437,41057,440894,105030,918250,2973,19475,12205,22748,1704,286,2266,369,19649,25,12336,473,0
16308,2136,7466,22192,34807,335165,74230,1117375,2886,19315,12088,20976,1639,164,2343,355,19328,23,12102,570,0
16420,2359,8674,27226,32981,295765,72828,1111750,3695,22124,13865,25287,1553,181,2209,375,20857,25,12876,640,0
16402,2232,9335,24510,34313,314902,72879,1183625,2929,19445,12176,21844,1512,145,2220,378,19323,34,12106,559,0
16288,2163,9359,27639,33665,306314,72910,1151500,2897,19542,12254,21710,1647,263,2280,367,20374,28,12719,599,0
16320,2278,10010,26940,34623,302120,74230,1135500,2882,20389,12730,21679,1578,216,2153,363,19468,29,12198,529,0
16286,2241,7394,26394,35472,317691,74625,1194000,3273,21210,13091,23480,1568,166,2104,340,19456,26,12185,551,0
16418,2237,9379,25265,36135,337672,72853,1047250,2920,19316,12099,21686,1594,189,2340,365,19336,31,12119,601,0
16643,2323,9497,28653,267436,5747879,4758893,4954000,3042,20957,13046,22861,1572,186,2147,366,19436,27,12168,590,0
16422,2243,9544,25974,36130,333919,72896,1158000,3244,21609,13352,21579,1556,207,2373,364,21328,28,13229,544,0
16393,2235,7652,23865,36194,350720,73847,1061125,2902,19772,12409,21455,1786,310,2463,438,19462,28,12189,658,0
17013,2332,7309,25794,35653,329006,72893,1236625,2896,19322,12108,22002,1645,232,2266,364,19330,29,12097,598,0
19309,2571,8601,27141,37115,328601,77908,1234875,2895,19614,12274,22085,27169,20210,40918,2633,19335,33,12103,568,0
16501,2251,9492,28156,35656,365035,72820,1141500,2954,19337,12101,21731,1629,214,2173,349,21591,26,13477,538,0
16420,2214,6758,25626,34719,310569,73948,1167500,2935,19580,12261,21276,1834,319,2574,432,19476,31,12179,632,0
202134,8489,19239,41950,36116,357244,73729,1006750,3093,20414,12743,22276,1595,156,2129,325,20406,28,12740,575,0
16312,2279,9401,25216,35425,304024,72829,1142750,2993,19348,12122,22650,1664,198,2256,387,19813,23,12435,590,0
18894,2481,9733,24801,36062,315071,74725,1184375,2902,19344,12121,22757,1518,284,2317,362,19445,22,12171,586,0
16755,2272,7156,27566,34918,338241,74739,1114375,3007,19656,12327,21201,1531,127,2224,353,19880,25,12491,600,0
16306,2124,8812,25606,35814,324057,72871,1218125,3306,24757,15126,23292,1622,278,2114,362,23666,25,14378,558,0
16510,2131,9240,25628,33915,321061,72897,1055875,3058,21533,13535,23761,1743,389,2647,353,19324,33,12109,600,0
16971,2274,7309,25150,35255,318792,73846,1118000,2994,19599,12292,22509,1641,227,2373,388,19329,28,12098,599,0
16281,2136,8472,25202,36755,343941,76087,1293125,2945,19322,12097,21591,1581,169,2294,385,19322,32,12097,608,0
16276,2260,9266,26334,36724,320770,73003,1205875,2924,19666,12350,21443,1603,197,2171,354,19339,26,12102,497,0
16284,2129,9484,28030,35083,336854,78062,1136125,2962,19348,12118,22217,1518,187,2270,366,19446,35,12185,538,0
17234,2278,9026,25926,36910,324188,77568,1218500,3363,22947,14029,22739,1532,177,1993,361,20846,25,12810,631,0
17086,2267,9706,26049,34736,367336,74184,957500,3321,21656,13469,22685,19145,11610,23403,1397,1621286,645,893685,2911,0
16333,2296,9477,28590,35370,318992,76383,1198875,2889,19358,12127,22307,1617,201,2156,345,19434,25,12172,722,0
16407,2158,7912,24467,35981,319088,72841,1199250,2934,19346,12119,22098,1524,155,2226,338,19366,38,12127,520,0
16983,2268,8330,26683,35531,306358,72855,1138250,2943,19332,12099,21792,1689,241,2210,397,19454,24,12189,569,0
16382,2264,7294,24116,35473,323717,72892,1202125,2888,19551,12250,22026,1673,189,2263,375,19392,36,12125,558,0
16275,2219,9540,26399,40175,368916,97730,1386625,3096,20826,13075,22687,1535,207,2200,382,20891,30,12902,567,0
17170,2164,10045,27769,37594,371486,79601,1149875,2983,19347,12112,21915,1593,207,2233,348,19343,29,12105,597,0
16311,2272,9975,27947,35690,310219,74646,1166000,3306,23382,14268,22239,1540,190,2178,363,19327,23,12089,596,0
16955,2245,9431,25156,40172,358851,87146,1236625,2951,19579,12273,22416,19302,11613,24965,1459,19917,28,12514,567,0
16492,2241,8859,26005,35290,350991,78353,1116750,3122,20927,12893,21468,1722,214,2414,374,19300,28,12088,533,0
16399,2340,9933,30023,36937,354484,79137,1304250,2843,19348,12110,20640,1688,196,2326,419,20490,27,12790,534,0
16303,2168,9453,27047,37703,338410,84490,1272125,4685,34802,20944,32395,1758,238,2386,378,19456,37,12193,615,0
16392,2185,8106,25474,35643,359655,73075,1020250,3138,19446,12188,22106,1572,157,2231,379,19450,23,12180,573,0
16314,2168,9007,26716,36412,371885,78656,1150750,2944,20423,12749,22177,1483,139,2317,356,19650,42,12327,570,0
16283,2226,9283,25473,36710,313497,77638,1178250,2784,19439,12174,21815,1577,225,2256,361,19481,32,12197,701,0
16649,2319,9563,26972,36666,369488,77490,1227250,2841,19452,12186,22056,1617,185,2262,371,19545,32,12252,527,0
19798,2648,10334,24850,35565,307241,72990,1091750,2804,19432,12169,21367,1579,185,2163,379,19331,38,12101,583,0
16425,2305,9193,24948,36094,325936,72822,1225000,3007,19331,12128,20309,1751,229,2375,377,19437,48,12176,619,0
16608,1987,8217,26032,33312,350905,76540,933625,2967,19461,12184,21712,1531,177,2158,362,23201,24,14175,613,0
16529,2260,7139,22841,33906,325013,72797,1071500,3023,19701,12302,20946,1439,188,2200,346,19615,31,12295,550,0
17622,2431,9866,30679,35925,327596,76082,1024500,2907,19345,12106,21733,1508,152,2182,376,19647,26,12332,563,0
16655,2332,9878,27919,35567,318050,74777,1195500,3191,20758,12782,22329,1573,151,1951,354,21071,33,13121,617,0
16283,2245,6875,24363,35411,317936,72899,1047250,2903,19360,12110,21905,1565,177,2168,381,19645,26,12329,537,0
16634,2243,7197,25451,37259,347858,77151,1307250,2794,19345,12107,21124,1560,213,2225,341,19305,22,12080,603,0
16397,2337,9130,25360,36019,320709,72824,1205375,2918,19685,12359,21920,1502,188,2337,388,19684,28,12354,557,0
16298,2236,7406,26360,35232,295947,76706,1112250,2983,19449,12188,21769,1588,193,2190,355,21177,29,13049,625,0
16923,2257,9813,28372,35516,320090,73728,1136375,3067,19458,12184,22660,1597,168,2239,370,20397,33,12821,627,0
16693,2273,8769,28292,34548,306290,72803,1026375,2952,19424,12176,22779,1543,208,2352,358,19900,29,12477,575,0
16281,2224,9853,29611,33302,315540,73798,1086625,3172,21789,13600,21772,1510,228,2242,377,20839,34,12870,562,0
17124,2407,9838,28620,35579,324157,73896,1202500,2902,20611,12884,20884,1720,236,2492,389,21302,28,13121,603,0
17126,2380,10560,29759,35414,302885,72967,1138375,3158,21070,13013,21187,1579,209,2228,371,20074,34,12615,611,0
16776,2374,9827,26561,36813,335291,76431,1116625,3033,19894,12487,21914,1618,183,2431,372,19578,27,12271,575,0
16287,2251,9028,24249,34267,371218,73040,1005750,3022,19445,12171,21531,1489,209,2226,343,24650,41,15061,623,0
16294,2162,7471,29261,37683,332537,79021,1250125,2925,19425,12170,22854,1529,263,2109,384,19328,27,12108,568,0
16543,2274,8360,27644,35306,323059,73698,1214500,2879,19333,12098,21668,1661,252,2394,380,19333,34,12103,516,0
16631,2181,9414,24919,36430,329483,77017,1099125,2972,19339,12119,22342,1590,234,2243,403,20033,30,12593,532,0
16527,2283,9621,28215,35175,437320,72881,883625,3091,21058,12986,22222,1623,295,2357,371,21211,26,13229,635,0
16311,2263,9627,28644,38989,393807,85207,968250,2941,19318,12094,22282,1711,317,2190,423,19314,28,12089,665,0
4239290,42329,91943,120506,34996,338213,73020,1270875,3048,21038,12981,21940,1567,174,2298,372,19449,26,12183,515,0
16301,2293,10071,27248,35477,326207,79846,1226125,2930,19341,12098,22748,1478,160,2270,380,19695,25,12359,576,0
17142,2146,10172,26236,35076,311769,73755,1171875,3035,19478,12198,22186,1556,211,2179,361,21786,28,13412,561,0
5149143,47879,122133,136729,35033,308383,73794,1146625,3013,19672,12342,22938,1646,188,2234,357,19337,26,12100,538,0
16395,2142,8923,23513,34929,320799,77512,1158125,2942,19570,12270,20997,1617,177,2259,366,19320,25,12091,617,0
17142,2414,7476,28902,33141,331527,72790,969750,3173,20764,12992,21956,1579,207,2119,407,21137,32,13048,587,0
16279,2193,8588,28012,35028,349926,72839,1023250,3033,19341,12107,22146,1610,188,2280,368,19312,29,12090,522,0
16497,2140,7301,28106,36353,307639,73752,1156250,3340,23027,14337,23363,1537,167,2282,335,19332,33,12112,554,0
16276,2216,9310,26565,34637,378285,72979,861250,2979,19933,12531,22786,1658,204,2263,354,1297112,494,683174,1730,0
16270,2177,9139,25121,36354,399899,73958,1051125,2960,19652,12336,22452,1582,194,2279,369,20739,31,12980,663,0
16747,2235,9193,26458,405280,13324824,16596931,10483250,3077,19320,12087,22086,1550,187,2384,390,19726,25,12332,613,0
16479,2129,9329,28375,35246,309868,73907,1164750,3004,19310,12092,22906,1552,145,2146,368,19326,35,12100,555,0
16490,2252,9206,28616,35904,332212,72945,1248625,2795,19325,12098,22021,1643,178,2247,396,19340,26,12108,548,0
16445,2337,9927,25585,403570,12451821,16755391,11348125,2929,19320,12100,21231,1486,264,2232,348,21546,32,13447,567,0
